FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,FITC_fluorescence,Pacific_Blue_fluorescence
54077.46,984.06,922.45996,2249.94,1248.94,183.26,325.35,-40.5,106104.32,66516.48,46.5,6.724777,164.36641
22533.871,232.54,220.22,375.75998,198.65999,86.24,126.9,22.95,26543.36,15357.439,46.5,3.4256358,98.27746
18087.3,157.08,178.64,357.28,110.88,58.519997,93.15,-37.8,22946.559,13958.399,46.5,3.4725957,105.92379
13358.85,44.66,112.42,194.04,38.5,56.98,49.95,-60.75,15717.12,9632.0,46.6,2.8109148,98.15953
22988.01,184.79999,303.38,575.95996,237.15999,30.8,74.25,-48.600002,29368.32,17601.28,46.6,4.976409,106.67336
30172.47,369.59998,283.36,505.12,448.13998,38.5,56.7,-5.4,31375.36,18923.52,46.6,3.2528725,86.64121
18249.99,157.08,106.259995,223.29999,147.84,227.92,45.9,-63.45,20550.4,12422.399,46.7,1.6367071,93.90481
17701.89,201.73999,218.68,272.58,186.34,118.579994,79.65,39.15,20536.32,12857.6,46.7,4.594279,96.776276
18397.02,90.86,72.38,255.64,246.4,90.86,-18.9,-13.5,19116.799,11619.84,46.7,0.7816639,86.57864
23923.26,438.9,428.12,879.33997,591.36,143.22,117.450005,99.9,48423.68,28992.0,46.7,7.1040087,169.59567
13298.82,163.23999,138.59999,143.22,177.09999,52.36,-14.85,-6.75,13190.399,8145.92,46.7,3.719596,82.594055
13389.3,112.42,112.42,161.7,127.82,73.92,6.75,51.3,14232.319,9159.68,46.8,2.8022478,88.58769
21107.07,237.15999,197.12,281.82,157.08,0.0,117.450005,-35.100002,22334.719,13765.12,46.8,3.2291923,88.183205
13828.65,164.78,75.46,197.12,133.98,10.78,91.8,93.15,14773.76,8573.439,46.8,1.471108,89.04131
4854.6,143.22,66.22,140.14,340.34,278.74,79.65,18.9,442.88,732.16,46.8,5.1771827,6.6888814
13852.14,150.92,235.62,329.56,126.28,98.56,70.200005,59.4,15815.68,9858.56,46.8,6.702824,95.22802
17967.24,169.4,152.45999,363.44,87.78,49.28,114.75,28.35,20471.04,12111.359,46.9,2.8426359,95.02605
17968.98,157.08,112.42,232.54,170.94,104.72,62.100002,6.75,24128.0,13107.199,46.9,1.8331845,112.16925
13216.17,146.3,127.82,306.46,66.22,-6.16,10.8,0.0,16052.4795,9745.92,46.9,3.379736,101.36867
34200.57,517.44,281.82,880.88,411.18,3.08,55.350002,-12.150001,46694.4,29267.2,46.9,2.7315836,114.06997
12767.25,78.54,44.66,15.4,141.68,-3.08,39.15,25.65,14188.8,7032.32,46.9,0.58407617,92.66533
19731.6,272.58,144.76,429.66,89.32,117.03999,78.3,43.2,21757.44,13433.6,46.9,2.3223162,91.9343
15728.73,155.54,124.74,166.31999,158.62,29.259998,-9.45,-24.300001,18068.48,11157.76,47.0,2.591425,95.81853
17045.041,269.5,155.54,164.78,210.98,127.82,9.45,10.8,22054.4,12647.68,47.0,3.1323657,108.05052
11474.43,113.96,49.28,90.86,44.66,-10.78,32.4,59.4,13386.239,8312.319,47.0,0.94488657,97.323654
12507.99,157.08,234.07999,186.34,46.199997,0.0,-118.8,97.200005,14536.96,8436.4795,47.0,7.474839,96.95274
16978.92,138.59999,249.48,194.04,63.14,121.659996,-31.050001,51.3,22757.12,13672.96,47.0,5.653963,111.9634
17115.51,346.5,107.799995,287.97998,63.14,92.399994,63.45,-16.2,18709.76,11028.4795,47.1,1.8522239,91.13167
13269.24,155.54,-6.16,70.84,44.66,41.579998,-16.2,17.550001,19749.12,11010.56,47.1,-1.2102274,124.438896
16285.53,274.12,101.64,271.03998,167.86,100.1,49.95,52.65,18325.76,11299.84,47.2,1.8262949,93.839806
14916.15,135.51999,154.0,224.84,252.56,35.42,-24.300001,37.8,19244.799,11173.12,47.2,3.6753988,107.73946
32668.5,440.44,423.5,594.44,303.38,127.82,27.0,27.0,43852.8,27173.12,47.2,4.870552,112.13545
24292.14,254.09999,195.58,263.34,251.01999,38.5,-33.75,41.850002,25762.559,16509.44,47.2,2.6459723,88.38276
