Specimen_001_Tube_001_001_FITC,Specimen_001_Tube_001_001_PacificBlue,Specimen_001_Tube_002_002_FITC,Specimen_001_Tube_002_002_PacificBlue,Specimen_001_Tube_003_003_FITC,Specimen_001_Tube_003_003_PacificBlue,Specimen_001_Tube_004_004_FITC,Specimen_001_Tube_004_004_PacificBlue,Specimen_001_Tube_005_005_FITC,Specimen_001_Tube_005_005_PacificBlue,Specimen_001_Tube_006_006_FITC,Specimen_001_Tube_006_006_PacificBlue,Specimen_001_Tube_007_007_FITC,Specimen_001_Tube_007_007_PacificBlue,Specimen_001_Tube_008_008_FITC,Specimen_001_Tube_008_008_PacificBlue,Specimen_001_Tube_009_009_FITC,Specimen_001_Tube_009_009_PacificBlue,Specimen_001_Tube_010_010_FITC,Specimen_001_Tube_010_010_PacificBlue
488.07257,77.349754,519.05505,81.1455,485.07193,72.3156,517.4768,73.20966,422.23138,73.382675,279.12503,86.22365,113.27922,94.33743,24.022507,95.060486,3.89921,116.46145,1.3333182,73.45565
486.5823,74.75175,544.6262,82.06663,469.8146,69.17132,445.31256,62.315105,362.16336,62.102478,288.93854,95.18592,132.01447,92.88897,33.84381,85.8309,2.811986,81.14734,1.816596,77.800514
1.0519574,5.872129,523.86005,79.530785,498.63892,70.57798,720.2097,107.79366,423.74002,66.77554,223.57277,76.2571,126.482445,89.25854,40.047203,85.046,4.3075004,89.80256,4.5233307,67.72105
529.04474,80.719215,634.20215,96.290855,526.7116,78.66199,420.88892,60.301735,383.10287,64.36842,277.33667,105.04778,2.977034,2.7715132,30.257402,92.86129,0.40319753,2.2240095,-0.22989267,11.614565
451.12863,68.3662,454.83325,65.91277,503.2085,71.697624,462.70966,68.15533,494.3265,89.8017,264.4969,82.953384,142.80908,90.76204,33.52246,104.00419,2.9353476,110.55152,-2.0187635,69.19918
67.78229,13.201863,631.1848,97.91917,453.72043,67.84161,462.57703,67.02453,431.14594,79.30868,297.198,92.36329,47.977478,172.59895,28.51467,96.054924,3.420475,111.296875,2.4398925,61.62689
552.327,81.270515,485.2077,78.32318,565.83997,85.57033,431.51312,63.008568,431.10706,76.25531,296.50473,84.47323,0.6449839,2.061692,41.79936,77.41218,10.020027,121.357216,1.1131024,71.76805
564.7413,86.5756,528.3718,79.91871,636.8884,90.37849,4.1167192,8.385054,392.16153,68.88879,269.1138,95.703835,108.34395,84.09691,36.941788,110.52583,6.5918374,110.2766,2.3833647,74.75869
470.92715,73.97784,505.5229,75.08649,519.2751,77.28157,456.73898,66.80108,448.0297,88.40342,282.35028,89.547585,129.71756,97.50094,0.78880966,1.2950883,2.7265809,86.70453,2.3741312,60.64085
570.2063,91.40161,494.8506,75.09503,534.2566,82.64345,547.42017,83.200226,352.0992,61.80559,272.54623,90.34367,209.6176,162.66768,21.8262,84.51121,2.1271226,92.981834,1.1971884,143.43184
532.7286,80.12345,523.4762,79.82009,528.9515,78.12852,567.3512,81.8816,371.01236,65.28914,273.3389,81.96544,112.257164,83.30571,49.264267,94.81043,3.3186107,96.980705,1.6510317,68.47359
577.91956,90.31821,501.5872,75.83925,512.4985,74.44033,474.2666,68.75601,278.2595,48.25738,254.65909,84.15486,129.05525,93.82417,53.005375,88.55509,0.33250535,97.46962,1.2822227,2.1427424
644.24097,100.824135,562.5736,89.08351,468.20795,67.72536,457.6477,66.03211,425.4263,74.31912,245.80247,76.097626,111.89476,83.02467,40.734806,109.6757,1.9325893,4.0041637,4.9839935,64.387405
607.7943,91.99045,348.11243,55.993732,496.50827,74.02898,448.96478,66.10851,425.99298,73.53762,221.25235,69.42897,926.3566,663.74426,39.777515,115.05295,4.832154,108.564964,2.1902802,90.9785
527.2945,80.17554,512.30475,79.05652,576.38983,85.63202,433.00522,62.681286,388.48398,76.79724,244.15373,80.72264,220.57167,145.6248,53.44222,89.77931,1.3903947,108.099724,-0.67299545,85.15412
575.82825,90.51637,519.5974,80.85472,525.69275,77.57227,394.79633,58.302826,406.22488,73.31242,320.32126,107.85325,121.52392,91.87454,22.843348,107.533936,2.123299,95.94369,2.766783,92.845795
481.1926,74.156815,538.491,78.94152,576.2477,87.879974,487.94464,70.85571,3.0595107,7.646661,283.53772,91.299644,6.3835535,16.463606,35.222847,105.282074,1.5104225,105.912926,2.609623,61.127758
537.1433,83.568436,527.5833,81.212006,587.6763,91.80306,488.07172,69.37293,400.6568,67.22123,248.75786,82.75378,138.04033,97.676346,36.64933,99.15706,3.2255812,90.37081,1.2051413,69.680885
541.8243,85.50803,572.9359,91.07508,505.1515,74.72439,562.88385,83.271164,358.98856,74.24749,234.84497,71.432945,118.5485,81.472565,49.19265,99.54187,3.785769,109.2537,-0.9349142,89.61375
532.2754,83.16758,603.86316,88.789246,435.92996,91.646454,451.07697,71.80108,429.09537,79.376595,281.30798,88.64742,0.118065715,0.9370928,46.802284,102.222145,6.315383,123.137695,3.32482,62.767735
551.3066,85.22955,-1.7763994,4.1425505,557.6258,84.155655,476.567,70.06382,351.08273,62.519577,-0.2774132,1.1936369,135.33292,101.94839,-1.3365698,2.592439,2.991166,0.48175383,2.1699443,77.58435
506.34567,78.98726,597.6935,91.01696,567.54803,85.89561,516.8511,81.54244,384.36475,67.08923,268.1142,80.29197,87.28472,76.785576,43.7954,95.77115,0.6321224,171.11806,0.22963858,72.85552
578.18304,87.506584,593.3359,89.809654,548.29065,82.90916,432.51456,62.83368,360.7229,60.03357,271.3147,88.618576,2.0677178,3.2825093,-3.3670871,2.0078013,2.4095318,79.997246,-0.9061105,1.260881
586.83264,91.4833,698.63324,105.65518,535.4133,74.53305,474.98438,71.42388,427.74777,79.8773,278.47018,85.16332,125.33451,85.19338,23.31263,94.65483,8.765503,131.60526,1.5786307,69.49324
426.9523,69.05306,477.56476,74.930984,576.99225,81.755554,529.72894,78.71516,420.5442,70.59821,230.52658,66.99056,118.89981,85.296745,33.32225,104.269516,1.3156598,86.20828,1.7563658,58.082756
463.26242,70.692566,641.21204,99.49927,634.95264,99.38286,650.8206,94.4198,386.93103,73.12289,255.42288,81.54649,139.09581,102.37171,45.581207,84.03622,-0.48668212,121.36412,-0.6268865,89.793175
537.8003,82.030266,504.27408,77.196785,472.82486,71.486786,419.54407,61.577488,389.9866,69.69136,272.73233,80.996346,119.80361,91.28367,13.27767,82.071785,3.9346218,105.263794,1.2795312,67.52346
624.7561,97.24587,3.0422325,4.141331,483.41922,72.73312,457.3104,72.63921,380.94623,63.16255,275.2979,88.12621,121.785515,93.23114,47.976334,95.862175,3.0416665,95.54277,0.3035426,55.01987
612.5837,94.58618,523.28467,81.36238,482.73352,69.45114,445.24796,65.31874,379.57785,65.24258,258.1477,82.143814,90.87573,68.71957,31.909042,103.79777,3.2084966,95.78238,-1.2835934,82.6338
603.6432,92.1201,484.22946,74.511345,464.21786,68.62646,532.3516,78.30873,370.54144,63.177544,267.86285,80.764984,126.96483,88.99339,22.566437,103.458275,2.5282462,81.680984,2.673339,66.860435
655.7867,103.40495,597.1055,91.94935,559.8443,83.53303,480.2889,70.066925,410.31064,76.9437,269.63788,86.09228,0.069794655,5.636053,43.78306,85.437904,3.3079538,101.64225,3.2489338,75.09061
517.6362,81.54678,-1.9861091,1.3672295,397.23984,63.264244,435.33936,64.49402,-0.0008814335,0.6665025,286.73148,90.86324,126.978714,92.20808,31.280743,103.44264,-0.46284723,-0.21381521,2.3209233,134.05049
525.69135,83.62567,564.12006,85.98749,1.9419465,6.9426556,-1.7665708,1.3442671,392.54507,79.129456,284.61038,98.89901,109.49959,81.53359,73.8507,150.94682,11.376319,113.07448,2.714601,100.30256
533.93445,82.23324,609.71313,94.32421,540.47675,79.35422,383.85123,55.60589,668.7255,122.90998,286.5815,88.00251,106.79206,79.63707,0.5032296,3.7586856,4.789426,98.087166,1.5431864,68.263306
536.28375,81.54207,436.61655,68.617256,1.4236963,3.5990682,556.9752,80.60414,368.89566,62.433846,294.94403,90.14198,131.87816,96.10646,36.38975,80.48683,9.903098,138.82579,-1.5408888,95.20601
586.346,89.34148,506.60016,78.558044,585.878,86.95495,391.83987,57.421543,0.82410276,2.0741928,309.54135,96.445244,2.3269494,5.8585925,34.595516,94.62003,3.2557116,110.57782,1.3387406,105.64957
616.0772,91.30004,516.7066,82.69384,563.14166,80.36708,485.22644,72.25993,417.70178,79.141975,222.06447,74.200356,120.989746,93.75548,39.718685,94.173164,5.2027116,72.07421,2.1077266,60.443295
491.90955,79.54663,573.9736,87.53422,500.69507,72.59182,471.14597,69.47786,457.77386,85.57113,236.80759,77.425224,139.93138,86.62889,33.659134,91.070724,2.3552067,86.4385,-0.35977507,102.9724
473.9162,74.144104,651.5056,100.075165,461.04745,69.628334,-1.0,-0.046260595,418.47827,72.42873,0.5665827,0.7950835,116.220215,93.39232,46.310707,87.46699,1.7357113,101.51122,1.3330588,69.516174
544.6583,86.26109,561.462,83.68027,499.58246,75.780754,416.26978,62.39659,379.58566,61.85661,-0.3156054,0.750631,129.75856,92.332375,17.887402,106.551315,9.039245,101.704956,1.7092764,84.92395
514.99835,80.447655,514.86584,80.75788,-1.1180787,3.1584954,509.25714,75.63778,375.89456,73.550705,264.24722,83.1899,105.000885,82.373245,37.656425,89.21744,2.1819003,105.249115,-2.297316,82.3281
512.0156,81.243996,539.40094,85.9392,544.6316,83.93651,474.99988,66.63456,395.40622,66.60442,268.25256,82.410324,120.61869,90.56254,52.042194,105.80227,0.8120949,96.06338,0.040789366,66.613014
572.4007,89.70048,564.0591,84.902115,457.71518,71.805214,509.53848,75.856224,347.05704,61.060417,268.19977,80.817795,101.8385,78.414925,41.876385,92.93705,7.583209,99.85092,2.623948,68.81968
536.9512,82.90104,538.6463,83.68596,491.55026,77.790924,0.560074,0.4141903,341.00064,65.83355,287.00226,86.902824,138.87952,93.383575,43.310276,85.48868,-0.5294628,0.74307775,2.7707617,71.28527
591.40515,89.4041,454.2653,72.80224,511.42914,75.14392,404.65573,60.4049,400.76404,71.867546,224.49248,73.383865,130.96323,96.62237,38.503372,103.638245,-0.0047569275,74.55532,1.3136685,57.938484
653.2965,101.25584,538.2383,81.39432,543.9448,81.6035,465.49664,69.05692,409.22617,76.80539,268.03598,86.24149,117.3514,84.32444,19.99173,101.66764,3.0009255,89.67597,1.0582762,73.724594
494.7965,78.51201,530.09607,81.10635,613.0354,88.74596,467.87842,72.5043,414.3876,68.84559,222.02994,68.7059,119.86197,89.066124,39.64232,107.9603,-0.36116403,107.50126,3.352992,194.63313
537.6923,84.225334,582.734,94.68918,574.423,86.73597,378.48926,54.58444,3.6716466,4.5530853,247.5182,77.57202,115.72124,88.64938,26.344454,84.58176,1.6476369,84.09633,-0.41102338,80.92252
430.073,69.02046,500.15652,77.19803,534.6785,78.35214,256.94238,114.513306,366.0386,62.982044,253.33684,89.26326,0.37267542,2.0731044,36.077873,90.14525,1.1980662,81.66658,0.32324803,1.0182884
542.4916,83.87033,545.4871,86.22442,2.4671807,5.354483,463.16022,66.066216,420.95786,76.667496,309.67252,101.54092,133.1857,95.57526,28.269382,100.23651,1.4683027,100.805115,0.16870952,2.346366
501.48685,77.70968,499.74548,78.34275,532.7759,80.77628,447.90063,65.884346,342.62732,55.967274,226.8652,79.77826,121.24817,84.26218,22.673437,84.521454,3.6092682,84.02381,0.8184608,73.20986
522.4903,80.088,510.95535,79.47166,554.02325,80.366104,513.17865,76.4032,408.2242,74.04711,269.23218,86.822586,110.47707,76.41901,47.724293,95.86893,3.1398196,89.27252,-0.24250579,83.380844
510.6343,79.06592,745.34985,118.732994,466.63483,69.193634,572.0691,82.945274,413.52664,73.06881,275.88947,92.31906,107.50748,80.139305,22.369265,91.387566,3.388095,100.94486,1.1013408,71.41508
625.46344,97.9074,569.17804,88.84142,422.66556,64.99051,532.47485,79.22554,517.37744,95.3938,249.42294,89.18837,126.42718,100.15346,14.431027,104.52887,1.3503759,111.48491,0.3146162,66.81109
570.4568,88.06316,440.59802,66.3206,585.8181,87.29499,442.30627,63.85795,352.47537,58.263958,223.6594,80.32178,141.5107,105.51036,78.44613,107.339836,0.40703082,113.07844,2.2152073,64.27543
669.19257,105.030174,469.78864,73.38715,531.1678,79.639656,432.56064,63.184425,401.50888,77.543076,266.31268,83.74511,115.66548,80.372635,39.217762,100.68223,1.2029967,97.725075,4.285702,122.51242
566.55524,89.382225,683.98267,103.98312,500.41235,76.52198,514.29315,76.06952,352.27853,62.916927,270.24753,82.65481,-0.2468788,2.343581,33.435493,116.80668,4.2530255,120.48308,2.6606543,78.93072
524.23755,79.70364,542.5082,78.91384,558.7218,82.31692,414.15134,61.12967,367.99237,64.02591,235.701,77.32775,1.2104712,3.9011397,27.71383,104.248505,2.9856744,103.73945,0.31037593,67.217476
531.9365,82.99294,523.65765,77.517296,396.37415,59.98402,491.65308,71.15574,328.68283,56.906948,266.4934,85.776,108.441505,82.26154,28.640043,90.04397,2.7211475,81.18889,1.3854568,65.816475
503.5483,80.27238,597.1626,90.32618,544.40094,80.30015,518.3458,75.1452,326.73608,63.02349,264.1858,86.19149,139.14041,105.245735,1.6888549,0.38464808,12.054614,98.22366,1.4840913,85.34667
534.96545,82.38496,618.35376,95.482735,489.9891,73.086205,512.3386,77.19072,0.037750244,-0.5334579,307.2878,91.56981,1.3675106,6.505451,26.068794,106.323265,6.309272,120.90367,-1.0,112.868126
529.31714,82.362625,525.6787,81.71547,501.37994,73.20616,572.1427,85.47102,3.6111388,4.8019457,238.01012,71.57928,113.74208,91.1862,29.733004,80.46646,-0.63571125,126.017845,1.8835511,54.97581
1.1489611,5.686031,495.4517,75.79072,491.03046,74.81059,440.71518,64.85134,400.67072,76.01829,150.37727,120.26716,136.52666,94.32652,41.321365,94.48438,6.3438587,87.935776,-3.9490454,81.414474
566.8254,85.35214,557.24255,86.26998,513.5944,76.993385,523.8272,79.61047,422.21225,77.65195,309.96442,103.11714,119.67054,83.058914,31.819603,103.089836,3.5063329,101.160484,3.2510242,67.788445
519.9989,83.297455,660.4019,100.70969,391.19504,60.999935,564.02704,78.568565,457.13837,82.040276,292.6653,92.00986,126.13855,93.98195,50.072285,126.91666,4.7486467,86.24364,1.5033443,107.24921
544.8322,86.35597,585.7454,88.71381,534.1323,77.92014,540.5243,81.23303,387.46576,74.485,300.634,86.13394,131.38058,102.26406,39.33567,102.20132,2.64562,118.94355,3.496069,166.06746
604.4928,94.298485,569.6208,86.975494,355.69955,52.045464,408.70682,56.254234,392.92438,71.485085,245.44562,81.4498,136.28763,102.10203,36.402203,102.056755,1.9926045,124.22952,2.245541,73.32023
617.5322,94.04273,518.3142,78.06298,457.03098,69.9926,510.49936,74.42371,381.97852,66.09834,286.5288,95.78367,135.60863,83.01383,50.441444,93.20362,9.467136,84.891266,0.3994788,70.12062
449.15344,68.44466,564.2032,85.14655,574.06995,85.02994,444.51312,66.15608,360.22147,63.005096,213.50723,75.073654,153.22328,102.35944,22.933323,96.93869,6.7836595,113.194496,-0.013772845,76.22738
507.4691,77.0966,585.3081,89.11048,501.7078,74.31498,463.0031,67.249916,342.2494,71.00739,316.11197,100.71554,162.39514,111.82719,20.71857,98.882454,1.4565163,113.58524,1.6697657,90.56992
575.27313,91.45403,572.0614,85.48263,436.81567,66.97716,541.0801,80.40592,354.53455,62.973,260.59183,80.94529,102.862434,87.04746,32.073406,87.41512,3.391511,93.97902,0.9338186,99.240555
540.9488,84.28003,469.52692,70.84971,550.1859,79.22411,416.7592,62.785072,424.44278,72.88976,241.96997,71.93793,132.1008,92.9365,30.87807,102.074326,4.3859606,103.406105,0.72988284,87.92102
531.6296,84.70155,542.2716,86.177536,416.11002,61.21517,0.9111848,0.4961332,377.32248,70.76711,321.17026,100.66763,106.54273,82.04236,27.155481,87.3982,6.6098485,89.37273,2.943655,67.86679
540.37946,86.10569,600.5951,88.722145,642.0371,97.56302,403.25922,58.51981,402.39896,68.09189,230.15544,70.56938,110.763596,74.34212,40.846973,88.93932,2.2145507,102.581856,3.972465,78.27565
472.03598,72.66913,569.5123,87.63122,576.4264,86.693146,400.62805,58.536846,389.58615,66.89087,275.15842,78.88222,107.28687,87.40723,30.49408,96.90871,1.6301038,94.06242,2.8441622,65.77448
479.1135,76.32502,563.682,85.590546,475.24362,67.53079,489.1624,74.57161,365.66058,70.78748,319.5431,87.794815,144.21626,104.03611,38.148716,73.253784,1.9100368,91.793076,1.473057,87.68168
535.7068,82.90858,717.5533,106.154724,2.060436,7.931672,477.23703,69.67889,385.61862,70.0332,281.36346,93.17811,117.52014,89.24719,45.98593,105.97698,1.599906,121.98126,1.5811245,58.79781
519.335,76.20974,550.591,85.89504,573.31903,83.02517,428.2513,60.286587,611.82104,102.99703,269.07333,83.2075,80.773766,85.58552,29.823149,112.29742,2.6964605,100.5303,1.2920637,100.340164
544.4554,84.11602,593.37354,91.75108,449.46396,70.79806,2.0063472,5.3705144,335.77646,59.57708,235.74124,82.005325,133.15852,100.95929,35.2884,104.2826,2.8903494,106.698685,2.9231112,81.8786
597.8474,88.83303,588.1949,91.62337,533.29584,78.303276,501.02823,72.86871,435.8571,72.57402,267.1268,82.61207,136.55688,101.41002,24.876694,112.41174,0.8574121,110.1373,1.4384158,86.78858
516.49005,79.76004,635.4423,97.79333,497.91342,77.279854,428.22592,66.88972,374.62766,72.217834,-1.1739199,0.1837697,140.41483,90.12255,43.957886,106.603004,2.4981391,90.38717,2.5418751,76.7063
570.49713,89.10341,453.26657,69.14034,513.9184,79.24984,0.5969516,2.9300876,3.0117002,5.0908184,249.89307,80.293045,112.59339,91.8564,3.8175254,4.9316106,2.8844187,92.993484,0.306453,65.96496
3203.0144,496.18613,517.66254,79.090546,434.56113,69.848076,428.7301,63.875656,-0.41020232,4.0420117,225.05864,78.707565,97.91399,81.763306,27.723602,92.01107,2.1457212,123.41696,-0.16123015,103.00655
519.62384,78.04458,518.0186,78.88644,538.6634,78.10854,471.16425,71.53918,449.89844,87.3396,242.89102,83.847305,118.261955,90.84078,36.46293,112.39773,2.0735261,73.06127,0.00711596,105.42657
540.87946,82.301926,534.494,84.405174,490.8291,72.11944,484.04825,68.84071,460.99045,86.527466,221.72403,79.56362,117.024994,79.58838,33.431335,107.46201,5.2068033,105.26224,4.218186,82.44496
537.6456,80.43766,3.0478601,6.4485908,529.5578,77.45458,414.7726,59.60517,384.1984,71.56318,273.18335,81.53539,131.5777,101.819855,57.250126,100.235466,4.4284763,102.07948,0.98368394,90.05648
553.5703,83.81778,523.46765,79.71581,499.76984,78.45694,625.31055,93.176605,1.4305553,2.5342596,251.17284,77.84625,108.3495,81.923996,24.690495,93.021126,3.737277,88.272194,-0.2352562,71.883446
484.15598,74.855156,607.6865,92.19876,518.3469,79.61396,408.24747,58.34807,441.24106,87.025276,303.9301,96.290855,136.15196,93.47048,46.313507,99.20741,1.2245991,81.4387,3.7821536,81.01523
