FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,FITC_fluorescence,Pacific_Blue_fluorescence
15762.66,86.24,16051.42,10270.26,1098.02,287.97998,-28.35,-59.4,12631.04,49955.84,57.2,460.14624,66.53675
16609.17,160.16,28352.94,19682.74,1821.82,187.87999,126.9,-82.35,22412.799,89342.72,57.2,772.0452,112.73096
14361.09,61.6,19075.98,13227.06,1292.0599,100.1,156.6,-8.1,15576.319,63215.36,57.2,600.5257,90.41301
13573.74,80.08,14847.14,10016.16,802.33997,174.01999,-71.55,12.150001,12663.04,48776.957,57.2,494.3338,77.62651
50244.242,183.26,58058.0,39383.96,4056.3599,893.19995,166.05,4.05,46978.56,182069.75,57.2,522.2756,77.803215
24577.5,107.799995,26865.299,18329.08,1804.88,209.44,-24.300001,56.7,22769.92,84071.68,57.3,494.00397,77.08262
13767.75,56.98,16314.76,10898.58,1099.5599,331.1,16.2,-12.150001,14060.8,53363.2,57.3,535.6269,85.0751
15556.47,53.899998,18335.24,12384.68,1660.12,218.68,63.45,-31.050001,15616.0,60048.637,57.3,532.74066,83.60369
15632.16,72.38,19416.32,13122.34,1167.32,275.66,36.45,98.55,15943.68,62946.56,57.4,561.47424,84.96073
22300.71,109.34,24541.44,17283.42,1503.0399,226.37999,16.2,-68.85,20632.32,80661.76,57.4,497.35184,76.97581
18824.19,46.199997,20968.639,14402.08,1461.46,97.02,-20.25,6.75,17473.28,67294.72,57.4,503.439,77.232765
15214.561,73.92,18107.32,11968.88,1136.52,149.37999,-16.2,59.4,14807.04,57482.24,57.5,537.9513,81.023705
28399.41,118.579994,28168.139,18854.219,1831.0599,232.54,180.90001,39.15,23810.559,86594.555,57.5,448.16254,69.662796
20546.791,198.65999,26437.18,17790.08,1652.4199,174.01999,101.25,68.85,22649.6,84084.48,57.5,581.67426,91.906715
21863.97,166.31999,29558.76,20001.52,2042.0399,220.22,-18.9,-39.15,24558.08,93706.234,57.5,611.22614,93.66641
16083.69,72.38,17446.66,11784.08,1332.1,566.72,40.5,28.35,14912.0,57336.32,57.5,490.22595,77.14132
19387.95,623.7,284.9,987.13995,1498.4199,865.48,414.45,113.4,3329.28,6201.6,57.5,5.6544976,13.472682
21663.871,149.37999,21906.5,15218.279,2035.88,138.59999,201.15001,36.45,18652.16,70731.516,57.6,456.92215,71.5644
45962.97,244.86,201.73999,471.24,457.37997,206.36,163.35,-29.7,1035.52,2273.28,57.6,0.9876442,0.89880764
18654.541,77.0,15158.22,10698.38,1091.86,97.02,-14.85,16.2,13299.199,48942.08,57.6,366.97504,59.085747
25206.51,89.32,29877.54,20144.74,1921.9199,317.24,28.35,-59.4,25018.879,97034.234,57.6,535.76825,82.6538
13949.58,73.92,13756.819,9591.12,902.44,69.299995,66.15,55.350002,11383.04,44684.8,57.6,445.5927,67.774536
17186.85,97.02,19661.18,13170.08,1305.9199,260.25998,190.35,51.3,15559.68,63662.08,57.6,517.0456,75.30183
19379.25,123.2,22901.34,15464.68,1456.84,118.579994,91.8,2.7,19480.32,76573.44,57.7,534.1538,83.720726
26166.121,112.42,41401.36,27079.36,2739.66,255.64,81.0,-12.150001,33925.12,132602.88,57.7,715.52277,108.272934
21219.3,124.74,24153.36,16616.6,1666.2799,312.62,75.6,40.5,20308.48,78507.516,57.7,514.4674,79.66347
