FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,FITC_fluorescence,Pacific_Blue_fluorescence
21040.08,97.02,22359.26,14414.399,1424.5,-40.04,-14.85,81.0,17262.08,70242.555,56.8,480.24335,68.14747
20100.48,180.18,18969.719,12966.8,1309.0,184.79999,71.55,79.65,15860.4795,64248.32,56.8,426.37506,65.50288
28375.92,146.3,36459.5,23512.719,2407.02,308.0,48.600002,67.5,28892.16,114270.72,56.8,580.85596,84.81448
44431.77,371.13998,73091.48,49646.52,4555.32,659.12,-2.7,58.05,59971.84,241857.28,56.8,743.95123,112.75862
19723.77,127.82,18412.24,12433.96,1344.4199,140.14,16.2,21.6,14673.92,59520.0,56.9,421.73813,61.702774
23925.0,104.72,23160.059,15262.939,1637.02,341.88,13.5,5.4,18726.4,77310.72,56.9,437.3716,64.96793
42671.76,346.5,47424.297,32306.12,3112.3398,666.82,33.75,-13.5,38935.04,157054.72,57.0,502.28622,75.90075
18162.99,124.74,16256.239,11505.34,870.1,207.9,52.65,48.600002,13271.04,54405.117,57.0,404.31012,60.5812
17540.07,72.38,18362.959,12871.319,999.45996,113.96,-17.550001,-21.6,14928.64,61786.88,57.0,473.09576,70.73308
22243.291,72.38,22571.78,14283.5,1524.6,121.659996,13.5,43.2,17141.76,69911.04,57.0,458.53806,63.951157
29292.03,163.23999,34294.258,22497.86,1932.7,172.48,179.55,-74.25,27243.52,110350.08,57.1,529.1841,77.38705
24816.75,95.479996,28593.18,19354.719,2062.06,351.12,-12.150001,-37.8,22833.92,91178.234,57.1,520.7618,76.5472
17396.52,52.36,15484.699,10378.06,1193.5,195.58,-22.95,-60.75,12454.399,49885.438,57.1,402.0836,59.33801
13999.17,78.54,17497.48,11180.399,1372.14,92.399994,147.15001,-29.7,14447.359,57296.64,57.1,565.015,85.97947
21998.82,100.1,24450.58,16085.3,1704.7799,355.74,-41.850002,37.8,19880.959,82490.875,57.1,502.32034,75.16729
16318.59,107.799995,14309.68,9210.74,694.54,160.16,-21.6,1.35,11923.2,47859.2,57.1,396.10193,60.58015
18202.14,113.96,19460.98,13333.319,1235.08,298.75998,-37.8,-2.7,14667.52,61443.84,57.1,483.169,66.91485
28157.55,164.78,28120.398,18415.32,1737.12,184.79999,22.95,64.8,23397.12,92410.875,57.2,451.25284,69.03225
39049.082,243.31999,43893.08,28550.059,3187.7998,822.36,128.25,-14.85,35413.758,140756.48,57.2,508.02597,75.434906
21112.291,169.4,18344.48,12520.199,1273.58,161.7,5.4,25.65,14928.64,60380.16,57.2,392.48193,58.595768
15143.22,117.03999,14653.1,9709.7,863.94,-13.86,-4.05,-14.85,11856.64,46955.52,57.3,437.19357,64.989365
32163.03,227.92,34026.3,23178.54,2168.3198,292.6,13.5,-52.65,27686.398,111726.08,57.3,478.08496,71.550446
28314.15,118.579994,29156.818,19464.059,1821.82,354.19998,-6.75,-44.55,24619.52,96949.76,57.4,465.3278,72.28356
12314.85,47.739998,10140.899,6936.1597,482.02,10.78,-44.55,-39.15,8053.76,31726.08,57.4,371.90833,54.118843
14710.83,92.399994,13279.42,8574.72,1031.7999,106.259995,-9.45,-25.65,10453.76,42274.56,57.4,407.7866,58.891598
19796.85,32.34,18643.24,12082.84,1418.34,184.79999,55.350002,-25.65,14237.439,58634.24,57.4,425.4617,59.61308
28261.95,278.74,29511.02,19712.0,2148.3,283.36,70.200005,-58.05,24011.52,96413.44,57.5,471.8646,70.60578
14695.17,81.619995,14317.38,9500.26,856.24,75.46,89.1,-41.850002,11715.84,46961.918,57.5,440.20828,66.193825
32158.68,240.23999,27465.898,19553.379,1995.84,294.13998,10.8,-27.0,22259.2,88700.16,57.6,385.7678,57.3367
19989.99,121.659996,19675.04,13425.72,1076.46,226.37999,126.9,-4.05,15617.279,64318.72,57.6,444.7155,64.84508
25276.11,161.7,31268.16,20934.76,2017.3999,258.72,51.3,21.6,25600.0,107275.516,57.6,559.2048,84.36115
18405.72,72.38,16282.42,10482.779,1372.14,283.36,-2.7,78.3,12499.2,51380.48,57.7,399.60913,56.23477
18119.49,64.68,19896.799,13253.239,1033.34,86.24,9.45,18.9,15660.8,64254.72,57.8,496.26965,71.844795
19459.291,150.92,19899.879,13468.84,1355.2,210.98,35.100002,-31.050001,15252.4795,63034.88,57.8,462.10358,65.06083
32053.41,186.34,33239.36,22579.479,2262.26,170.94,-52.65,43.2,26877.44,107659.516,57.9,468.6054,69.67148
16132.41,66.22,18977.42,13205.5,842.38,164.78,63.45,47.25,15599.359,61960.957,57.9,531.7122,80.49633
11680.62,78.54,13373.359,9252.319,1002.54,83.159996,8.1,-16.2,10284.8,43150.08,57.9,517.4768,73.20966
22516.47,263.34,22191.4,14723.939,1552.32,321.86,-24.300001,94.5,16915.2,68517.12,57.9,445.31256,62.315105
42552.57,465.08,67769.24,45864.277,4481.4,765.38,16.2,17.550001,54928.64,219947.52,57.9,720.2097,107.79366
16996.32,49.28,15834.279,11245.08,1078.0,92.399994,5.4,-13.5,12362.239,50828.8,57.9,420.88892,60.301735
18800.7,-26.18,19251.54,12655.72,1179.64,143.22,-4.05,-1.35,15426.56,62231.04,58.0,462.70966,68.15533
24755.85,115.5,25342.24,16601.2,1629.32,132.44,37.8,-33.75,19980.799,81150.72,58.0,462.57703,67.02453
19361.85,109.34,18492.32,12338.4795,1381.38,275.66,8.1,-16.2,14704.64,60134.4,58.0,431.51312,63.008568
10494.81,187.87999,118.579994,308.0,770.0,220.22,249.75,58.05,1168.64,2767.3599,58.0,4.1167192,8.385054
20772.12,123.2,20996.36,14342.02,1499.96,141.68,40.5,16.2,16710.4,68116.48,58.0,456.73898,66.80108
13411.92,64.68,16242.38,10946.319,990.22,163.23999,-5.4,87.75,13399.04,54855.68,58.1,547.42017,83.200226
22744.41,175.56,28545.44,19884.48,1687.84,75.46,25.65,4.05,22366.719,95600.64,58.1,567.3512,81.8816
23304.69,118.579994,24458.28,16616.6,2052.82,43.12,14.85,32.4,19288.32,78631.68,58.1,474.2666,68.75601
20355.39,172.48,20615.979,13669.04,1168.86,29.259998,145.8,21.6,16189.439,67631.36,58.1,457.6477,66.03211
22595.64,73.92,22451.66,15518.58,1637.02,89.32,25.65,-47.25,17991.68,71550.72,58.1,448.96478,66.10851
22104.09,132.44,21184.24,14218.819,1409.1,161.7,-16.2,-13.5,16701.44,68023.04,58.1,433.00522,62.681286
19239.18,97.02,16815.26,11248.16,1119.58,137.06,-56.7,-81.0,13537.279,53786.88,58.1,394.79633,58.302826
17639.25,70.84,19045.18,12766.6,1438.36,192.5,55.350002,25.65,15038.72,63161.598,58.2,487.94464,70.85571
18463.14,-6.16,19939.92,13179.319,1329.02,349.58,40.5,-1.35,15416.319,63409.918,58.2,488.07172,69.37293
33459.332,249.48,41663.16,28454.58,2639.5598,682.22,-1.35,4.05,33455.36,135573.75,58.2,562.88385,83.271164
15680.88,61.6,15654.1,10861.62,965.57996,27.72,82.35,-25.65,13544.96,52972.797,58.3,451.07697,71.80108
14312.37,66.22,15093.54,10391.92,1013.31995,63.14,-13.5,25.65,12067.84,49469.438,58.3,476.567,70.06382
18249.12,61.6,20868.54,14221.899,1232.0,132.44,95.85,21.6,17872.639,70606.08,58.3,516.8511,81.54244
15678.2705,43.12,15008.84,10191.72,1173.48,243.31999,14.85,39.15,11874.56,49387.52,58.3,432.51456,62.83368
19937.791,69.299995,20956.32,13903.12,1292.0599,100.1,72.9,-63.45,17132.799,68581.12,58.4,474.98438,71.42388
16155.9,93.939995,18934.299,12991.439,1427.58,164.78,114.75,45.9,15280.64,62305.277,58.4,529.72894,78.71516
38339.16,254.09999,55184.36,37047.777,3121.5798,309.53998,0.0,12.150001,43406.08,175875.84,58.4,650.8206,94.4198
18118.62,110.88,16826.04,11052.58,1036.4199,149.37999,-25.65,43.2,13452.8,53935.36,58.5,419.54407,61.577488
12507.99,77.0,12658.8,8516.2,645.26,295.68,-44.55,-12.150001,10928.64,42292.48,58.5,457.3104,72.63921
21482.041,201.73999,21168.84,13981.659,1239.7,77.0,68.85,52.65,16903.68,67710.72,58.5,445.24796,65.31874
16438.65,229.45999,19360.879,13105.399,1078.0,254.09999,41.850002,29.7,15468.8,64239.36,58.5,532.3516,78.30873
21517.71,95.479996,22869.0,15481.619,1469.1599,75.46,-13.5,35.100002,18144.0,76092.16,58.5,480.2889,70.066925
32357.041,150.92,31177.299,20706.84,1926.5399,331.1,40.5,29.7,25144.32,103219.195,58.5,435.33936,64.49402
11826.78,44.66,-20.02,18.48,-6.16,-1.54,-6.75,-45.9,328.96,448.0,58.6,-1.7665708,1.3442671
24729.75,206.36,21016.379,14054.04,1493.7999,254.09999,93.15,-12.150001,16609.28,69395.195,58.6,383.85123,55.60589
46843.41,331.1,57717.66,37931.74,3423.42,258.72,120.15,51.3,45355.52,183736.31,58.6,556.9752,80.60414
25323.96,180.18,21968.1,14057.12,1353.6599,163.23999,18.9,20.25,17553.92,71434.24,58.7,391.83987,57.421543
28143.63,181.72,30217.879,20988.66,2243.78,241.78,55.350002,-83.700005,24463.36,99365.12,58.7,485.22644,72.25993
32715.48,169.4,34109.46,22744.26,2105.18,321.86,71.55,33.75,27357.44,111356.16,58.7,471.14597,69.47786
