FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,FITC_fluorescence,Pacific_Blue_fluorescence
17436.541,170.5,17156.95,11318.1,1283.3999,124.0,93.15,35.100002,15482.88,57251.84,55.5,444.589,73.83796
34708.65,271.25,36429.65,24652.75,2283.15,378.19998,63.45,62.100002,32680.959,122437.12,55.5,474.30457,78.35744
14182.74,170.5,10380.35,7123.8,736.25,-9.299999,62.100002,36.45,10867.2,35919.36,55.5,330.44125,63.578514
30867.6,387.5,31637.049,21241.2,2100.25,382.84998,-14.85,-22.95,29117.44,107706.875,55.6,463.13873,78.50252
13148.311,161.2,13216.85,8591.649,894.35,-29.449999,-43.2,24.300001,11892.4795,42010.88,55.6,454.21097,75.23124
16390.8,193.75,13582.649,8752.85,1170.25,176.7,20.25,5.4,14758.399,48925.438,55.6,374.26584,74.8874
25754.61,288.3,27535.75,18192.35,1684.85,452.59998,144.45,6.75,24629.76,91824.64,55.6,483.1686,79.600136
32947.77,345.65,33414.9,22530.799,2214.95,540.95,27.0,-31.050001,32044.799,115130.875,55.7,458.27084,80.97135
24190.35,223.2,24285.398,16237.8,1236.8999,348.75,45.9,-93.15,22073.6,80711.68,55.8,453.62973,75.906235
16826.67,111.6,13909.699,9374.399,823.05,144.15,-64.8,-14.85,16752.639,49832.957,55.8,373.34692,82.91036
16777.08,241.79999,15101.649,10533.8,1227.6,319.3,59.4,0.0,14681.6,53502.72,55.8,406.6268,72.75433
12799.44,99.2,10569.449,7007.55,871.1,102.299995,-29.7,43.2,9569.28,36396.8,55.9,372.95218,62.011356
23602.23,263.5,22823.75,16031.649,1610.45,311.55,63.45,-56.7,21071.36,78570.234,55.9,436.91382,74.24368
17890.68,80.6,15399.25,10205.199,756.39996,110.049995,59.4,27.0,16835.84,56064.0,55.9,388.7871,78.31192
36064.98,297.59998,36735.0,24871.299,2348.25,413.84998,-33.75,2.7,33890.56,125222.4,55.9,460.2635,78.19971
21818.73,178.25,19878.75,13590.399,1109.7999,60.449997,89.1,-6.75,17898.24,68570.875,56.0,411.58582,68.13714
14018.311,102.299995,11215.8,7581.05,612.25,29.449999,51.3,35.100002,13149.439,41361.918,56.0,361.31747,78.05733
20353.65,286.75,25065.049,16581.9,1799.5499,226.29999,-45.9,-8.1,26017.28,86894.08,56.0,556.6747,106.73334
22762.68,204.59999,22684.25,15667.399,1464.75,159.65,102.6,-48.600002,19791.36,77864.96,56.0,450.29004,72.27955
21101.85,173.59999,18803.049,13216.85,1472.5,182.9,108.0,-4.05,16976.639,64581.117,56.0,402.5176,66.805
13164.84,62.0,11025.149,6917.65,553.35,212.34999,0.0,-17.550001,11829.76,37821.438,56.0,378.2483,74.734
21340.23,204.59999,22592.799,15554.25,1537.6,254.2,36.45,36.45,19979.52,74741.76,56.1,478.4305,77.90717
