FSC-A,SSC-A,FITC-A,PE-A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,V500-A,Time,FITC_fluorescence,Pacific_Blue_fluorescence
19297.47,178.25,15870.449,10995.699,1047.7999,69.75,13.5,48.600002,17217.28,54442.24,55.3,371.42905,74.19599
17724.51,134.84999,14326.649,9887.449,926.89996,243.34999,56.7,8.1,16601.6,48529.918,55.4,365.0371,77.94166
11654.5205,117.799995,7985.5996,5452.9,508.4,58.899998,45.9,82.35,8432.64,27069.44,55.4,309.29004,59.98172
20871.3,241.79999,19086.7,12730.149,1091.2,75.95,2.7,44.55,19824.639,63499.52,55.5,413.12936,79.0546
19302.69,226.29999,15155.899,10383.449,894.35,49.6,60.75,1.35,15421.439,50360.32,55.5,354.5647,66.3345
21530.76,195.29999,18714.7,12545.699,1235.35,314.65,-6.75,-31.050001,20129.28,61671.68,55.6,392.62094,77.795135
15185.85,116.25,11823.399,8208.8,888.14996,210.79999,22.95,-93.15,12744.96,40170.24,55.7,351.58026,69.734276
24112.05,237.15,18328.75,12491.449,1463.2,37.199997,27.0,-27.0,25425.92,63740.16,55.8,343.23373,87.87366
12743.76,141.05,10124.6,6252.6997,587.45,105.399994,22.95,41.850002,10176.0,33109.758,55.8,358.77832,66.299225
17232.09,148.79999,10966.25,7281.9,719.19995,198.4,76.950005,-63.45,15991.04,37240.32,55.8,287.18735,77.211266
23318.61,280.55,20794.799,13773.3,1381.0499,125.549995,70.200005,-28.35,20773.12,69544.96,55.8,402.83765,74.080925
18085.56,230.95,15388.399,10057.949,1001.3,12.4,10.8,9.45,15440.64,50882.56,55.9,384.31525,70.955475
18196.92,207.7,13361.0,9399.2,514.6,127.1,-1.35,-49.95,17843.2,45971.2,55.9,331.50317,81.64287
24470.49,260.4,16137.05,10927.5,1100.5,221.65,-32.4,122.85,25082.879,57361.918,56.0,297.6319,85.39036
17948.97,133.3,11880.75,8182.4497,680.44995,91.45,71.55,-8.1,18087.68,42581.758,56.0,298.74988,83.93249
14812.62,127.1,9292.25,6533.25,496.0,145.7,62.100002,-27.0,12866.56,32252.16,56.0,283.082,72.208435
15390.3,145.7,13801.199,9267.45,699.05,80.6,120.15,27.0,14376.96,47539.2,56.0,405.09204,77.731865
14063.55,170.5,11474.649,7289.65,581.25,85.25,-13.5,45.9,11345.92,37104.64,56.1,368.48703,66.994736
17953.32,142.59999,13723.699,9276.75,838.55,-12.4,0.0,5.4,16515.84,46524.16,56.2,345.1634,76.53297
16543.92,229.4,13675.649,9177.55,940.85,167.4,28.35,9.45,13829.12,44501.758,56.2,373.3383,69.45092
17013.72,139.5,11986.149,8286.3,1098.95,130.2,16.2,-27.0,17128.959,43216.64,56.2,318.03262,83.85202
23307.3,201.5,13996.5,9641.0,937.75,-6.2,99.9,-9.45,23072.0,51034.88,56.2,270.9457,82.4303
25800.72,238.7,18093.15,12466.649,1353.1499,463.44998,27.0,36.45,19150.08,62342.4,56.2,316.56827,61.556046
10837.59,106.95,6372.05,4561.65,511.49997,119.35,-40.5,-17.550001,7755.52,22845.44,56.2,265.25708,59.3127
24846.33,207.7,20909.5,14320.449,1573.25,122.45,82.35,60.75,20578.559,68934.4,56.2,380.0975,68.80447
14541.18,131.75,10312.149,6627.8,633.94995,-34.1,13.5,-17.550001,12296.96,34833.918,56.3,320.14728,70.2736
20533.74,203.04999,18285.35,11883.85,858.69995,62.0,-13.5,5.4,17920.0,59557.117,56.3,402.26443,72.55302
18256.08,199.95,12403.1,8724.95,872.64996,148.79999,-17.550001,22.95,17006.08,44156.16,56.3,306.66452,77.51041
16701.39,223.2,12550.35,8695.5,747.1,294.5,32.4,-31.050001,14255.359,40904.96,56.3,339.29684,70.93762
20570.28,179.79999,17294.9,11637.399,914.5,282.1,48.600002,-33.75,17388.799,58433.277,56.4,379.7436,70.24591
17232.09,141.05,8766.8,5812.5,736.25,75.95,22.95,9.45,16967.68,33931.52,56.4,229.38693,81.98795
26863.86,266.6,20010.5,14002.699,1297.35,234.04999,0.0,59.4,25351.68,70131.195,56.6,336.32166,78.53694
