Specimen_001_Tube_001_001_FITC,Specimen_001_Tube_002_002_FITC,Specimen_001_Tube_003_003_FITC,Specimen_001_Tube_004_004_FITC,Specimen_001_Tube_005_005_FITC,Specimen_001_Tube_006_006_FITC,Specimen_001_Tube_007_007_FITC,Specimen_001_Tube_008_008_FITC,Specimen_001_Tube_009_009_FITC,Specimen_001_Tube_010_010_FITC
476.13452,387.0876,377.54883,225.71342,241.40062,199.35016,174.114,0.49030483,47.67207,2.1094203
275.14645,480.53586,234.17155,256.0195,205.83904,198.46367,168.605,171.73384,117.50115,1.5982509
436.22067,318.5518,274.3612,223.55614,189.19337,243.90483,161.30014,138.39697,19.407366,2.0348306
451.28058,263.99792,255.29416,180.62155,219.5567,219.9177,152.00868,149.10413,105.55449,-0.36279744
430.1331,454.14606,255.78577,192.5048,236.58646,232.61363,143.44423,157.36774,124.66088,1.0630741
0.9784039,269.79987,211.10567,229.4191,211.74986,180.87154,156.35678,192.97697,2.442618,-0.0844084
326.17175,554.468,297.23245,214.25887,177.13876,206.16931,191.52205,140.21855,108.968124,-0.18693161
250.50258,599.7486,312.56396,215.52403,228.51181,219.63634,189.43915,147.824,1.8880289,0.07591033
453.4354,247.80647,241.27231,241.8578,190.86774,205.39607,177.0877,156.5811,87.1002,1.6901193
320.4085,350.01324,265.4528,190.4394,239.88217,227.33699,181.48244,141.01459,141.04735,0.6846324
360.917,501.05637,286.47586,216.06483,1.6581552,231.92284,169.6048,171.31964,60.231827,1.8692703
457.3199,442.01648,262.14325,182.9563,230.3537,196.88702,204.81873,135.56761,2.8224702,-0.17902547
452.4257,433.59015,252.87688,221.23955,189.02359,185.54417,159.29282,0.3575189,95.49751,1.962914
441.0064,355.07642,281.57394,196.35834,225.32121,159.66507,155.88078,159.54662,90.407074,3.1733665
471.57993,460.05783,257.53528,195.36134,173.71011,195.62958,153.45427,141.30968,62.81292,-1.0300652
461.1899,407.65945,316.90198,193.57716,219.46762,211.01398,240.46265,145.35706,94.41011,0.3265344
545.43726,386.692,228.14906,0.70594335,247.44516,192.89812,2.413564,137.32686,133.00366,2.1412313
432.79803,463.5279,245.10464,170.10234,256.9957,186.93503,148.0328,148.22623,2.7169263,2.1099927
0.23263705,0.7191261,268.11853,200.64636,189.98053,193.30518,170.81674,358.3849,146.81297,-0.08076197
304.59616,256.76453,235.06279,209.67215,238.51115,198.35815,0.07505047,113.674484,2.3558676,2.0276768
317.70532,375.8576,325.07214,161.24965,177.4759,225.19147,161.18517,149.5258,88.39168,1.3293879
427.02682,326.2266,313.01675,199.53575,161.54305,228.99182,178.03732,150.35567,121.16372,1.551353
284.31525,273.81265,297.8747,197.4196,204.16356,199.53288,155.95128,194.248,2.0962422,1.5549569
476.03024,255.69785,223.88623,248.25003,190.63383,223.55696,164.18176,166.32446,39.09317,-0.05650723
373.73715,285.77435,295.41956,254.68393,204.55963,222.99841,155.298,156.11938,107.186714,4.1437173
311.60684,280.84564,313.28934,212.11711,296.0706,535.0494,186.75125,144.9828,0.98462236,2.4061658
365.18784,383.96323,331.2581,204.75742,241.42957,212.50063,164.15991,132.85133,128.21211,1.4734576
273.33304,242.57504,266.9724,180.3654,232.6926,203.4135,183.4154,168.55635,129.05556,0.38543034
335.041,480.57913,249.08337,192.76823,183.66339,194.11252,189.90236,169.00641,3.4320655,0.94814646
357.54074,310.65637,252.20595,219.0027,183.69403,208.4094,145.55623,123.91522,51.323303,2.290082
341.0408,330.64694,257.05063,229.437,416.49515,177.19832,182.74915,166.35825,100.92591,-0.96684915
492.3041,343.37308,283.3307,184.3648,243.96707,189.9611,166.19955,153.15335,2.7592478,0.81825936
396.38782,362.12674,276.28473,209.5874,193.51283,194.49684,179.09584,-0.30839622,103.8456,0.9732224
348.1567,427.18793,260.5332,172.26596,190.17491,323.94067,151.6129,98.594666,167.9879,1.9930182
306.00763,482.48407,273.4437,192.78938,192.22386,206.7328,172.48897,129.14287,107.39603,1.9493754
620.55774,528.0685,242.86154,195.39296,179.38422,187.68257,153.56473,284.7679,38.951206,2.505866
301.40216,331.2156,240.27145,186.93686,181.95427,213.52658,166.1825,153.56609,7.5280275,3.3089657
329.29102,288.05096,256.67233,211.66054,2.990884,182.77837,175.87149,163.23969,75.50621,0.80457675
433.75613,519.8378,290.24377,214.04843,0.37743723,210.69609,168.44218,3.2918572,72.25774,1.7544248
393.4923,294.41837,254.23845,191.23447,250.6052,199.68048,165.30344,0.60803103,10.111991,0.19818151
237.31902,233.95686,238.27849,237.81015,212.6079,225.41728,154.77019,-0.078903675,11.249767,1.0536559
443.44595,462.8017,434.43054,239.76921,193.20311,196.32817,142.56116,204.7439,6.6556144,1.7208102
330.51175,247.28206,308.51477,188.95377,217.72913,217.15363,152.76582,134.14677,0.9634781,2.8230991
233.00711,244.96025,260.0773,177.66098,260.0731,189.53918,150.04813,102.52789,42.25529,2.1980805
468.01147,516.0675,283.5513,186.71516,197.00034,202.10187,157.89362,132.49826,104.92605,2.0621135
365.98352,363.4094,268.09357,179.32245,178.98747,187.77559,0.76788294,134.33743,111.892876,2.9411607
275.1299,377.95834,264.69186,197.25871,207.99599,255.68445,156.31345,135.22318,2.348247,1.8762114
328.2272,559.77356,310.3311,282.58795,196.19817,178.88495,143.60143,134.01515,55.240032,1.938395
558.4001,405.1444,240.13756,216.15489,239.49255,180.36345,162.92978,0.3225516,1.1872499,3.2494278
233.77354,330.32248,1.7652409,204.7322,207.83539,171.3863,156.56572,123.08445,108.75006,1.7632227
489.6719,498.19763,139.15446,186.5289,177.94168,182.54787,169.13925,212.88187,10.262802,0.4175309
526.71106,321.6653,273.484,210.54652,190.34798,175.79126,181.24611,133.66736,140.5628,1.2760813
432.95126,230.58533,369.63892,234.16792,269.57593,2.2572691,156.7874,135.52371,139.56097,1.5002146
263.36908,358.96875,261.27173,211.46562,213.73045,148.21729,148.07404,156.77466,111.660515,1.3135808
297.932,480.31128,268.72882,218.90265,159.1499,196.45451,167.9941,164.07338,3.1626034,1.913101
399.77982,330.27573,232.32655,191.89282,213.14467,274.18732,196.82674,157.43434,28.287891,0.08765817
360.6059,494.04968,293.33713,218.6712,229.38219,181.14673,0.6087322,156.25172,142.32213,2.6716468
217.08981,287.44812,241.31935,283.29294,178.60974,237.79346,137.39091,164.65996,38.92021,-0.13595492
380.61984,475.23285,441.94684,166.23354,207.21274,339.50116,156.9223,134.18697,14.171904,1.6075587
483.87,246.1813,310.54462,189.5228,169.35262,240.08536,179.15575,153.48683,23.108854,2.1495495
522.2532,393.22647,234.19739,236.99706,169.15436,209.78949,185.27487,-0.54499257,131.02452,2.2230713
450.9413,321.2192,303.82898,224.97215,251.57428,226.99503,170.4822,139.16563,130.37256,-1.1096838
543.17535,320.81412,296.44092,238.32054,188.39862,183.10242,205.7151,156.5723,75.63998,2.3346488
431.65024,279.00412,228.90945,216.11725,-0.016612947,179.00838,182.60213,167.09021,76.976494,2.2694855
-0.9319689,337.59006,185.51881,239.45306,229.95328,229.71439,207.2403,129.05975,127.786804,0.77038455
364.549,339.9034,321.10028,202.42252,187.77827,0.6037675,179.44371,147.4469,84.50528,0.58352256
442.0856,259.8422,192.4545,227.77873,178.20767,209.16292,180.19014,196.9842,-0.31260252,1.3883336
303.39023,254.01234,276.55176,207.8991,183.28035,196.9236,186.05646,122.15152,131.6431,1.1296091
384.44153,324.64783,272.15573,200.43582,202.81232,197.0952,179.07076,166.38379,73.21613,0.47710025
270.18207,1.1271014,0.3074621,207.39153,255.41183,173.50845,193.94196,155.7803,214.95006,-1.3519921
653.4774,307.1667,224.7615,216.95631,229.0935,215.09451,3.697361,128.79503,14.889218,1.1202111
830.87616,503.595,281.44553,184.78062,241.84314,218.56087,160.22302,190.12743,2.0586944,2.9337308
261.29166,299.22028,242.058,2.7668931,185.85239,200.62187,199.14946,170.43114,109.12871,-0.371939
470.70447,323.4556,266.48627,253.71889,200.73267,176.20395,161.45244,162.0484,93.83787,0.5589671
354.94778,679.3356,270.15222,218.03111,191.99405,201.34799,169.0586,149.99312,68.586945,4.11032
414.46213,469.85364,245.18079,227.1307,209.70232,187.4217,163.5149,158.51845,124.413795,-0.6506069
345.5875,316.39587,252.06003,234.73087,270.10974,179.75885,165.53737,160.76057,284.60886,2.6751504
291.11423,400.8029,308.4405,218.50783,-0.04128009,188.35742,180.96979,167.09787,122.353455,1.4716744
258.27805,380.12415,241.6907,197.44167,177.03166,188.59003,150.06895,189.88152,10.595592,1.2922163
310.73334,299.8143,254.86028,219.26309,2.6172707,189.9375,160.79436,163.79517,2.6684506,2.768776
371.77332,334.8097,233.68927,205.57597,130.94159,160.40564,186.20811,160.03903,39.633987,2.294296
244.36057,456.12527,221.16646,166.75574,176.23083,201.9847,157.0866,157.5365,47.848473,0.51571584
244.94176,481.85687,321.25195,201.01035,215.49382,211.65144,152.90288,217.787,71.82287,1.5420184
593.65686,488.15475,293.99323,195.56596,216.72635,191.48746,128.11165,154.16402,118.42693,2.2608874
358.2012,479.6703,292.27325,0.94392586,1.3616271,159.9921,162.79887,152.6729,4.7568073,2.3879354
508.91675,253.51411,474.5817,214.69092,236.2177,213.57323,161.66219,143.88525,204.38138,-0.065746784
306.74344,293.9672,372.01773,266.43872,0.8905299,204.74088,174.9511,130.45761,35.531445,1.9432011
292.56424,428.5157,244.23003,183.62979,208.92203,214.60658,168.38979,164.92369,62.916,1.2486863
370.01248,433.48343,276.0336,216.80371,232.07063,200.8022,151.35014,169.42934,61.64093,1.2630649
372.59088,354.06558,270.64685,204.29999,154.8919,196.30424,181.89838,199.73793,75.24121,2.2705085
456.6241,261.5886,298.50598,308.74152,227.4109,218.41055,163.17564,138.6474,1.9568634,2.5801158
373.47916,246.22081,245.63109,237.42668,296.08865,190.0943,179.02391,170.04007,122.30927,9.85695
300.35287,472.73254,305.34396,189.70494,216.29074,164.34511,165.69339,171.77547,128.15497,0.40536332
328.4557,486.0788,315.97275,185.59123,211.97002,205.33241,178.5108,132.88269,100.650536,2.4774084
522.32965,402.30344,338.0091,242.69356,218.13231,205.32489,177.30025,141.31795,3.5860786,-0.4017623
265.37582,365.33972,250.11928,241.6606,233.05176,234.04428,177.75023,134.19527,2.4496024,1.4301779
439.24936,369.23453,308.87778,225.28075,265.85815,315.40317,193.54993,160.60672,1.7201223,0.4553032
376.72614,325.92407,230.84412,239.31947,0.6934024,0.6017624,151.21704,139.23352,32.995876,3.3301086
415.0193,422.93292,281.5491,221.19225,173.89787,163.33504,200.46034,130.88559,108.12124,1.4642413
430.9456,434.12903,349.91916,234.42998,182.13783,197.26617,168.72775,129.60458,36.891884,2.6552773
346.51666,408.32065,265.73175,237.73799,269.9303,212.58649,187.04736,134.05331,59.63796,-0.7753815
442.08328,422.88626,263.81854,243.6603,168.41917,181.31795,140.31181,146.06699,2.0429187,3.1197772
571.0059,341.30902,220.03796,6.5474367,200.49365,213.29497,212.49353,150.84178,2.4511974,1.4504852
298.43805,269.83096,293.7078,193.54617,252.04166,209.2317,206.11894,136.55989,114.89581,0.3567319
492.48157,293.8034,245.21106,186.23831,186.50888,270.28015,157.94464,160.68845,146.81851,1.2448978
408.99902,584.37067,240.96414,228.65718,180.39517,178.94307,159.81175,143.44186,1.8103948,2.4407382
439.3982,312.2347,299.64862,254.87909,197.98352,187.47435,167.85109,227.96893,2.0396261,2.021007
581.004,263.2326,307.21997,195.92685,195.32703,165.77293,159.2257,145.47975,113.27851,0.23613143
353.45956,437.89517,298.66434,219.35512,253.58304,156.28812,207.09886,186.68224,2.01303,1.9290962
283.7281,431.5773,237.57887,199.03389,224.15956,183.29234,157.86469,126.86212,124.47202,2.5746698
355.44812,479.52402,284.55316,191.5285,232.12326,150.41661,171.28027,149.4591,14.877866,-0.4688354
449.04855,451.22824,471.73715,216.306,179.99333,206.28961,128.03175,149.03116,49.399433,2.4980009
388.65964,433.24518,314.99985,216.51868,232.8489,202.20468,-0.37396038,160.2811,37.117126,1.5731978
320.82172,247.32428,372.78055,200.27641,153.49712,165.41638,174.22997,156.51102,73.171646,0.5918094
469.4784,472.43936,207.64334,192.99326,205.74953,200.07414,162.74757,138.91954,100.49077,3.1539001
380.52338,353.1572,323.04636,267.83084,169.89569,176.62729,145.99245,140.01277,116.560745,1.7591217
492.85822,358.79776,248.81442,210.41605,282.51715,225.28024,168.53702,141.06966,49.391308,1.5912049
278.08798,263.75583,249.34682,1.4332078,254.31801,205.12273,174.10268,156.17076,0.34711432,1.4485788
310.6635,306.61722,228.26541,227.56161,105.038956,205.6789,183.78464,152.3432,0.03860712,2.9261572
303.8125,363.8737,328.79462,276.48376,217.77264,206.28043,178.92447,2.523177,92.55736,2.5397146
479.9424,342.52884,248.52734,175.10585,175.24622,208.6138,182.05675,144.25659,67.77774,-0.4421484
345.5907,380.46725,257.22787,194.62932,199.94734,193.67828,163.25432,174.05385,103.673004,0.44810927
452.60916,455.14853,328.30045,-0.17687696,178.99092,229.14784,256.7887,125.44577,2.594496,0.27379143
578.6155,418.83423,284.1848,194.39565,205.81122,189.79443,139.5429,132.46045,1.6936901,1.7303627
518.69116,470.71014,279.98944,245.66917,199.11266,213.62808,161.1286,137.95879,81.80202,1.2503386
459.11224,457.05856,755.85034,205.80623,201.39816,174.93645,137.83368,158.13332,21.715115,1.8634744
298.92392,387.71777,266.69455,191.1158,261.23947,190.7688,190.63148,156.36423,68.42815,2.5693893
251.72571,330.30762,334.06668,237.45418,219.51915,192.15875,172.28146,131.7958,2.1196332,2.6728323
438.2038,429.48392,202.56926,227.01096,204.82329,230.49944,126.3475,169.89563,91.05631,-0.029236376
473.8306,320.4326,261.89264,297.01416,200.5908,178.85226,191.44728,141.01434,23.710814,-0.2650736
441.88876,289.92548,252.714,231.86754,185.40738,150.97488,165.0391,1.7222273,32.811447,2.8555815
422.78726,303.58002,227.67987,204.34596,180.76462,175.38797,259.4094,159.84482,1.8849828,-0.6995709
485.1875,351.1172,246.7647,301.03284,195.43274,179.9798,190.40974,143.61253,68.59647,1.3286543
536.18475,562.92194,351.4126,216.81236,166.0643,200.73706,199.69803,164.08792,9.714241,2.6156254
430.97476,372.2108,230.5554,208.18646,220.34006,181.9953,172.98149,190.24702,46.052616,0.20601392
341.77884,423.9482,287.4824,204.72269,230.3633,173.42926,164.39178,175.09592,20.414085,0.2301476
433.7819,372.02075,259.64456,213.96332,207.71277,184.4615,214.84172,139.243,26.768747,1.3157632
288.3593,395.926,384.47058,228.30782,202.1385,175.5406,168.59262,134.15977,204.035,0.2979355
461.8105,318.09784,282.58963,207.2666,189.74202,198.4946,200.24086,153.39264,65.694466,0.06683123
422.34247,601.18,7.466711,230.91144,204.9106,192.71605,179.91043,127.90787,3.795879,2.3307865
304.92502,384.9883,251.30174,246.00603,218.81966,188.35718,152.6082,137.82472,88.71005,0.7254368
587.12787,294.91168,278.41672,265.49924,213.23619,185.98917,146.96349,148.90979,111.18333,2.507359
346.23376,510.89285,314.25687,186.97462,191.8285,166.13052,164.44003,128.91643,113.74791,-0.19100589
273.7848,252.57411,252.9631,196.5365,222.39973,194.61406,193.9164,149.90862,71.39918,2.4498196
372.22284,570.3011,389.94623,216.47499,254.47757,215.56885,171.05067,148.24913,65.01929,2.04332
349.34738,455.1031,269.53336,264.57324,165.0829,183.83937,171.82191,153.77263,74.49932,0.40341187
328.33893,288.41876,228.61931,211.41302,194.86812,196.334,144.29384,146.3017,69.718155,2.4501889
606.3729,476.25024,1.7624984,224.42377,228.47478,199.54214,150.61842,158.06357,135.00482,1.967629
344.749,355.20142,237.71042,229.83275,231.26602,223.83597,141.61852,195.0297,-0.62018883,1.6362741
347.06198,329.0007,245.57716,196.87318,189.00713,397.86148,186.62195,177.28014,96.81488,-0.17178488
323.89322,465.64862,259.99573,238.96779,168.73232,191.12463,244.62482,160.2483,138.28415,2.7366896
603.06213,408.93292,282.601,179.92181,202.57599,195.13875,180.42163,174.38606,3.8486485,1.8976836
270.0819,360.40982,286.47833,222.45515,19.639212,190.26376,157.1111,138.2545,2.1888342,-0.1550315
391.02405,254.89105,287.17175,224.09969,186.07808,190.54137,165.605,138.89516,106.51215,2.6033049
108.75309,1.8329892,255.34732,198.04704,197.17421,236.36018,171.80832,177.23291,30.014772,1.5624888
203.76697,433.38535,245.16965,207.27733,195.07713,188.92355,187.35915,193.47682,96.6151,3.5652876
450.3914,509.60602,231.9496,194.41441,225.5583,194.53484,194.05399,175.6944,32.26111,1.0720849
322.51736,365.78177,206.47873,243.59251,191.08989,185.8584,146.37798,152.2653,19.313547,2.5420377
412.7788,552.51117,326.44843,216.90904,159.73041,230.31783,138.21706,132.63968,1.9723799,-0.12675637
320.4228,614.3786,240.56377,193.33505,169.70264,149.53465,221.29512,166.33855,1.8191595,-0.26013118
645.3107,357.19922,288.74506,202.67465,208.1275,162.59885,156.19568,154.40677,3.0140314,0.016533732
364.77106,273.25748,280.6498,228.14761,191.83888,187.96704,162.8609,142.23204,91.66825,1.240974
500.89487,391.54916,-0.36252385,180.31544,198.03479,178.56285,170.82703,162.704,38.997997,2.3519518
490.5544,248.6,234.77287,202.22115,-0.1245088,180.92026,187.10605,161.1051,1.7328827,2.4457757
345.64294,375.63028,237.58669,239.41626,221.18312,183.89111,172.12373,160.38844,1.7253115,2.4467428
309.47275,253.95255,0.014915824,157.41138,226.31448,210.75507,1.7571931,160.00023,2.27685,1.929908
309.4269,380.26874,268.76868,230.77222,193.4398,197.65906,166.95099,145.85046,58.152023,2.2226589
363.14352,283.99683,250.99176,225.8975,257.54825,180.94925,153.43909,165.35373,2.178703,1.2196362
632.6786,285.2523,261.6751,247.08415,207.242,207.71292,177.51122,174.5366,43.075283,-0.7383287
418.82635,343.4978,237.65692,225.86203,178.882,204.02124,144.51956,161.54695,80.729706,1.4645414
392.37018,437.53983,253.45663,188.74188,198.44185,216.26682,267.4593,148.10785,58.14407,0.6231344
325.43652,264.7831,253.2851,169.08513,221.25406,197.71277,149.5527,147.12523,66.830635,1.9744828
341.07492,461.5556,328.32852,272.20047,241.54433,225.32895,-0.27866048,146.42358,132.06734,0.7692895
444.66714,449.6054,303.03418,0.9128674,190.6995,210.6286,137.01237,153.07837,7.7436666,-0.8024733
235.28925,361.06055,213.62154,216.17361,-0.50184155,162.7977,118.7729,167.05786,42.68112,1.1541433
175.5594,477.57556,273.24362,250.42749,192.57278,194.36252,175.86357,148.50967,99.82189,2.5494165
521.65314,282.107,444.06253,193.23859,212.00996,216.02748,166.38156,169.39273,222.62332,2.721463
445.18744,232.1411,302.71133,247.36055,192.63905,216.73189,160.49924,138.62825,98.79357,1.7323518
274.3933,422.06595,215.92737,141.55551,202.74213,165.507,165.10597,140.89386,31.179482,1.9311116
570.00165,346.5419,2.8029246,226.33139,231.67879,196.23349,180.21988,220.13696,71.175156,-0.014435172
345.0893,407.0809,210.98799,-0.21225148,240.69997,1.4412241,150.96535,145.24658,2.4432817,0.7230283
-0.2212447,447.8078,240.51036,289.17163,230.12051,206.90613,167.3372,164.63231,2.2917917,1.8742449
549.5692,440.34076,378.82626,209.92227,223.78705,109.523895,173.34787,116.82035,104.9915,0.42577875
363.11456,299.34842,288.49387,207.18481,184.10008,195.31174,156.20471,501.146,36.43643,2.082195
424.03574,342.05887,258.05432,382.23538,215.35127,186.82785,190.57948,159.35692,80.254654,1.5756524
482.66702,341.66098,251.01154,228.05312,189.59596,155.09018,-0.74785733,159.92816,1.4695411,2.7173777
397.6987,297.12537,285.54523,216.69688,186.02304,249.21027,135.58562,161.22467,111.78776,1.0618529
613.61395,271.0785,234.72795,215.08086,156.84222,219.37032,240.91249,170.18092,92.181725,0.3406551
484.34018,367.78293,251.5008,229.50616,184.59799,196.40182,142.64075,182.62552,145.36115,2.6341317
365.888,224.5785,238.65738,188.8051,228.94669,200.17076,155.84167,167.3223,174.89288,-1.0
316.71033,403.42343,335.12296,215.3647,244.99777,186.74889,128.73871,130.14516,64.17116,0.06582427
425.1132,0.10109198,1.4196022,204.55074,217.78876,214.52362,162.97658,143.05948,92.5384,3.1452832
401.95438,-0.30454886,273.1754,220.91309,227.1685,198.30751,186.7396,136.71613,116.18014,-0.024669707
299.56918,102.06161,274.75238,219.74844,202.76752,181.06747,167.40216,171.03577,83.62143,0.584039
512.6994,295.26782,330.75952,209.28082,206.93135,186.05447,157.76271,160.47475,2.1287484,0.17386436
273.23486,461.8957,413.02243,208.35248,370.41458,194.23268,139.18398,155.26631,0.45867014,-0.21687686
476.3623,547.07635,267.97873,1.512105,206.00125,209.41444,184.0842,156.40016,62.099033,-1.0977532
537.5336,323.06384,-0.56929827,211.31354,190.40549,5.860551,160.40646,139.53142,123.06254,-0.2217052
333.20068,283.60907,-1.4513935,263.98035,174.4015,182.21281,173.85294,249.11794,41.568718,3.0193806
287.59842,334.3914,255.50998,251.92474,197.78271,195.7369,154.27457,167.39932,96.801506,1.7663429
262.10834,423.803,250.85344,202.82771,252.08713,174.86049,183.28496,150.77995,86.27824,-0.87090003
463.58624,230.40038,212.7416,157.27545,226.08855,208.59843,184.32928,126.17565,71.2063,3.2088223
459.7315,262.72717,316.9327,165.97563,212.0847,174.3954,141.94806,154.59587,29.905039,2.1419182
298.91718,261.40274,206.17789,190.50879,173.10689,172.44173,161.08786,141.87271,38.156967,0.24185133
275.14575,662.00604,282.4399,183.97679,191.77222,200.13434,142.95216,175.7265,-0.3815015,2.2427497
467.42957,225.66747,215.88171,199.92462,218.4334,144.95967,177.06104,179.05827,122.418594,0.5935812
399.8876,348.54312,240.31738,236.62776,181.7921,182.48657,161.41743,146.99289,51.025524,0.28325236
287.744,255.43536,297.81332,198.81013,197.27748,0.43933225,157.68134,137.63301,209.01968,2.234476
285.30194,258.32745,259.0915,250.55927,230.14539,223.17868,192.42265,148.50087,2.0865755,-0.32955265
617.626,256.08112,220.00189,193.24763,237.8013,2.7610323,182.71918,141.5174,62.218525,2.447337
538.3732,291.12793,323.4254,206.96986,214.39403,202.65002,140.573,146.30681,96.156265,-0.102395
337.1531,457.13562,235.60172,180.65613,191.61893,171.72537,1.7440481,160.31421,84.8071,1.6766758
310.86584,502.62262,346.7924,244.10315,213.26135,193.43585,168.62846,143.28912,118.706116,1.0881763
394.2399,353.11545,258.20068,207.667,220.29506,156.90378,166.49533,151.4732,119.48785,-0.64272225
478.326,320.1451,294.73666,188.14525,177.65437,195.79808,184.68248,139.54208,106.140045,3.1229172
386.00027,483.0351,289.21973,205.07361,186.27344,187.70015,160.46478,-0.37328035,82.54002,26.235699
415.72882,228.87984,297.8002,211.93535,242.57695,149.37155,161.2885,127.458405,52.92093,1.7373087
471.7857,312.50375,305.79202,240.83252,170.67369,253.46579,183.9229,115.554276,102.39544,2.5074334
332.59457,280.42438,517.5385,386.97687,179.51474,205.81808,179.61746,149.48318,14.836484,-0.22663826
454.53546,451.08243,213.10474,175.30103,264.10153,218.2855,145.62216,181.40848,108.1617,1.2987409
2.0436773,445.4435,492.82797,224.55418,250.91391,195.52971,154.16953,148.11911,108.46334,-0.42212027
494.18784,508.85223,284.34836,240.25696,237.87569,202.38846,147.4002,138.47858,68.5298,2.2207682
318.40872,448.4435,356.4219,283.81778,213.15579,163.7394,195.96733,137.97067,114.87133,3.0077782
267.72263,1.1469462,310.40442,203.43208,216.00545,203.835,178.7159,144.85167,25.050177,2.8152797
432.08545,266.25974,281.6246,204.49196,212.81052,186.75436,175.82712,160.2914,78.22371,1.8662281
670.28796,356.61203,266.98657,178.48485,188.19333,188.05267,159.11351,152.25566,45.959583,0.25917923
473.32382,314.1119,321.75494,203.56583,180.91348,190.86118,159.75629,158.61427,71.87578,1.6446004
375.95322,314.81647,264.58408,196.78998,181.71304,209.31686,149.08556,145.20413,129.15869,1.3591869
439.93262,270.71393,247.58844,183.76651,214.9483,219.7604,223.70645,168.25357,37.099743,-0.10733646
622.0071,277.55264,313.2788,198.22734,231.71822,191.31813,144.02089,167.7574,0.032092094,-0.3286357
417.90314,384.36774,243.30319,233.13211,223.32245,200.33041,171.93271,240.56114,-0.4794023,2.3594453
458.23337,327.29745,267.0697,211.28691,233.83879,186.30606,172.25426,153.46915,1.795641,2.610061
460.51257,417.63608,291.56412,185.43707,239.06348,182.50797,159.29616,121.77203,4.0225554,0.19056928
297.60535,260.65405,495.49652,269.9256,216.52187,288.50827,156.38786,123.45258,79.29779,2.2323241
500.18732,281.28,204.49704,246.76237,267.60977,198.65701,158.77846,156.21533,76.14177,2.0609176
450.32922,371.47656,280.23254,192.60887,190.71129,184.38939,146.40393,151.07248,152.33032,1.2515073
330.54553,327.1069,308.2072,212.65027,221.35771,301.44705,96.6836,181.99977,96.058586,2.9908764
511.66736,281.64554,289.58325,232.84511,215.73306,1.9450815,169.2558,166.00122,2.0798059,-0.27310973
470.41617,327.5861,285.43942,220.20442,193.6457,198.80562,145.37907,156.58778,2.0332584,0.063531876
346.30652,268.33044,298.62418,205.12102,193.19453,164.92906,146.56615,138.42442,114.40601,-0.52446413
478.96786,409.76428,288.26395,197.70326,142.0199,197.43336,179.6622,182.43356,92.10709,1.9718018
472.11832,247.4629,281.38504,214.45549,259.1255,181.9987,224.75,140.42012,49.043205,2.4616027
386.16412,537.3526,235.0323,212.92397,216.92244,202.59949,149.9751,137.74925,109.737305,0.72405815
433.3009,313.5096,397.27487,176.22438,269.02176,226.87773,162.6512,242.64479,90.89948,1.6524816
428.7219,324.03885,245.24193,161.0865,266.06265,219.325,164.4972,169.4706,1.9357245,1.7802157
354.39694,302.90088,272.82703,241.675,226.3715,182.86836,186.10588,132.69493,3.1257777,1.5162427
228.37659,3.0264835,210.95682,174.74162,209.33917,212.23396,2.8556213,157.6759,113.64259,0.975247
312.6625,295.80814,391.2256,175.12698,213.05734,207.11879,175.71779,126.32747,91.36603,1.9380615
289.01044,4.899355,300.14484,193.34373,218.4596,186.60553,175.57576,146.40872,34.05668,0.030785322
545.86096,379.03497,304.62534,176.05093,200.92308,194.48062,1.2028031,157.92542,119.50006,1.5990138
574.831,298.6273,232.12245,200.90884,5.946619,212.8114,179.45131,145.4349,98.64913,1.9199708
543.70905,524.56805,204.87785,243.98062,175.68,187.09956,192.70825,144.71507,60.72319,-0.56761396
379.5151,326.48083,359.29257,210.46274,178.66731,180.47908,168.55284,147.99963,8.367816,1.896452
470.62158,480.2011,254.05702,228.25685,206.10468,185.11005,178.52148,143.37396,94.02752,1.1151023
478.5969,266.34143,292.5287,238.68465,223.55386,195.1924,267.5145,140.90514,86.89616,0.7943578
543.4276,386.36163,267.7326,216.61969,273.62805,225.00452,184.77893,155.4987,1.7892218,2.2898233
432.06027,267.4785,366.0307,206.99222,243.4622,202.56807,178.02023,145.29587,89.976715,0.72490335
317.18243,466.42325,273.6139,225.05753,199.7549,200.04747,172.8781,137.43102,120.86835,2.346202
589.0435,447.1185,234.15529,212.78061,225.54094,196.18994,149.5576,170.81453,91.42517,1.2068691
334.69382,0.6289675,327.8431,222.45503,221.12918,195.67091,183.70096,180.13895,35.169197,-0.5834506
341.1009,406.1995,293.53903,280.2968,222.46048,159.24203,204.30724,146.6906,1.7962146,2.569056
546.38007,330.33084,200.54549,247.29286,211.6084,232.91937,0.8314676,149.5911,150.11722,2.3803222
319.32947,363.63974,320.1316,238.94186,210.1373,226.34348,181.62651,184.56651,13.70119,0.6936958
282.90012,423.34866,315.2795,192.73352,210.01839,193.97089,140.85356,133.67487,140.92604,2.1730852
511.979,318.55197,300.49,207.24161,209.21709,178.9356,157.74547,-1.0702548,104.13642,1.7863054
416.9321,387.72226,277.10214,219.00554,206.83792,176.90154,159.1896,151.81305,1.6004939,0.42022634
316.47385,375.00183,223.82574,257.432,200.86935,196.15085,147.12985,156.12546,111.52328,-0.20388883
3.1687388,281.92957,290.28735,261.05066,206.89249,143.46738,170.79405,175.28468,105.02612,2.0372176
