Specimen_001_Tube_001_001_FITC,Specimen_001_Tube_001_001_PacificBlue,Specimen_001_Tube_002_002_FITC,Specimen_001_Tube_002_002_PacificBlue,Specimen_001_Tube_003_003_FITC,Specimen_001_Tube_003_003_PacificBlue,Specimen_001_Tube_004_004_FITC,Specimen_001_Tube_004_004_PacificBlue,Specimen_001_Tube_005_005_FITC,Specimen_001_Tube_005_005_PacificBlue,Specimen_001_Tube_006_006_FITC,Specimen_001_Tube_006_006_PacificBlue,Specimen_001_Tube_007_007_FITC,Specimen_001_Tube_007_007_PacificBlue,Specimen_001_Tube_008_008_FITC,Specimen_001_Tube_008_008_PacificBlue,Specimen_001_Tube_009_009_FITC,Specimen_001_Tube_009_009_PacificBlue,Specimen_001_Tube_010_010_FITC,Specimen_001_Tube_010_010_PacificBlue
459.2326,76.32124,440.3724,75.13498,605.1288,106.085266,409.04703,72.48844,427.0964,80.93491,492.21686,86.83397,465.31143,76.08377,488.46802,88.885155,471.45712,83.49774,392.31747,75.60382
504.91098,84.725075,404.07443,70.62785,453.46967,78.84358,504.5487,88.30116,461.5327,77.64459,460.7863,76.430244,432.2922,73.923676,541.14886,95.2219,459.40613,77.52778,431.63647,75.23948
482.98538,80.44318,450.75208,77.07401,477.57306,83.773346,458.52768,76.718185,482.23,81.3343,442.1427,78.237114,397.31253,68.43781,410.36414,68.93801,462.97693,77.62731,446.75928,81.390366
485.10318,83.79728,508.39148,85.017204,436.4589,79.7918,434.49734,73.5687,495.5451,81.583855,472.77444,83.57915,404.8696,68.90794,463.55338,79.55939,539.6871,92.254234,410.37747,75.999054
477.9777,83.886086,490.87158,81.5893,448.51303,83.357025,355.05045,62.47062,395.20337,70.20866,365.98666,74.16405,434.18073,72.182144,417.02847,70.830055,424.9629,71.70947,396.89694,76.63073
497.51227,88.41741,470.3726,77.77127,391.34247,72.52673,474.3363,82.07914,417.41412,72.53635,407.67242,72.529976,371.94553,62.26078,415.67865,70.07125,484.45322,79.32222,397.25903,71.76406
478.63153,80.33272,484.01877,81.64825,437.51755,75.91997,430.45053,76.37106,402.89862,69.25751,460.7467,82.89754,464.5795,82.07713,423.80856,76.79877,434.10474,74.860466,373.49423,70.181
478.30768,82.0984,442.96085,75.00569,450.926,77.58983,490.98944,84.016,472.44086,83.6639,503.39404,84.991325,409.04376,67.637085,411.33365,72.81709,385.6989,74.65125,392.2594,65.56091
497.69803,86.19257,603.9585,101.235695,470.3893,83.25212,411.42245,73.8707,466.83588,83.47519,461.2379,78.82696,474.5625,82.53579,472.21646,81.39752,434.18866,75.216896,453.18408,75.603836
463.58524,78.680016,540.73285,87.75073,425.52057,75.11664,423.79382,74.704575,424.9406,76.989044,419.90988,70.28729,397.0312,68.123184,417.99878,82.52169,474.77753,80.08368,430.45123,79.80412
484.32535,81.901306,460.09198,75.68411,469.49994,82.12371,459.13046,78.743126,397.01706,73.11923,387.25494,63.762573,371.80643,76.553764,238.08606,86.12431,484.55368,83.94504,437.1267,75.39063
468.67343,81.04372,431.0028,72.24115,410.24768,73.54631,384.40985,68.53579,475.99084,80.79211,377.07574,64.40457,458.50378,88.30415,434.40494,80.05531,449.68506,88.36255,340.03705,77.66995
444.3349,75.54174,450.40753,73.97142,454.83188,79.170204,353.1155,63.24196,462.47937,80.844925,456.29297,79.62859,430.75418,73.85431,456.76575,75.047386,454.73282,86.117714,409.52487,83.23057
574.0719,96.29283,350.36795,61.526573,456.40714,78.692924,469.69064,80.64227,404.2318,75.22056,451.8786,77.28694,236.26346,99.20952,429.99548,82.054146,204.53972,81.03102,386.3565,63.7126
446.52405,72.84061,378.76172,67.42358,423.71603,78.386475,463.08533,79.904396,465.22803,82.56933,423.61737,75.3494,411.03604,82.254875,445.79886,76.32557,421.26852,75.166565,410.52856,71.7233
488.84573,81.39598,475.35907,78.38286,480.93024,83.707466,467.06473,82.132095,504.61795,88.35381,415.44824,69.15902,438.48425,75.411865,446.6835,76.37426,448.43564,74.566925,322.29108,64.16098
438.73022,74.108246,471.77502,81.51018,474.3375,84.92206,419.01193,72.7101,404.83813,73.46405,453.6216,81.15213,446.2401,75.64746,378.14783,69.78793,486.64972,83.391464,493.40793,80.22462
508.29712,87.73651,466.33496,79.37538,430.42245,74.89682,485.42282,78.47315,423.12466,70.97686,471.33246,80.51958,372.80783,65.22483,421.18472,70.998856,492.6111,86.71244,218.47723,76.53593
491.25812,85.48307,464.34598,80.01713,472.86307,84.449646,410.9032,69.81344,447.93115,80.14915,483.6385,79.932106,477.87183,82.754036,411.50433,74.5965,439.56937,74.29286,430.13144,81.07398
467.6834,80.97515,488.6349,79.57614,551.3124,96.20659,497.54553,89.17742,395.3662,71.99043,443.02887,76.9139,477.95953,83.00797,453.9027,79.273056,445.66977,85.65248,397.234,70.857544
457.169,79.70124,526.2696,86.97584,418.3729,72.32255,453.34808,73.47084,488.34714,80.87706,566.4327,91.06755,263.48157,97.53564,460.11697,82.51145,449.91293,82.45823,345.46133,73.10828
449.63144,74.90994,508.9901,86.507614,459.9951,77.11359,353.41678,57.000023,445.74606,74.43355,426.7987,74.1485,439.7888,75.4091,415.91046,70.35744,393.79935,71.51779,484.78894,82.631775
507.5596,85.93724,436.10693,77.56948,495.61148,88.26191,450.81305,78.36374,423.41547,74.61155,450.8301,79.46057,409.05087,71.16605,406.97504,69.3828,430.80997,77.85667,456.8091,73.77867
471.845,81.837776,449.9416,72.00619,434.7498,79.23011,427.14404,75.69466,424.55847,79.52988,479.19864,86.457726,660.5317,112.5756,462.39233,81.437256,489.98972,84.85732,464.70016,79.3641
508.20575,88.1671,480.40924,80.52011,474.40765,99.35274,491.59164,83.50356,454.84393,77.02861,418.63077,72.49406,450.48215,77.14997,435.25073,70.6108,483.15738,81.1985,498.19656,92.834045
540.1378,90.71483,524.0687,88.00162,410.68967,70.07874,399.25165,72.12607,451.7078,82.42852,515.19916,87.239044,474.8878,82.64046,451.29654,81.07274,395.69357,63.204353,372.13882,64.168236
507.79318,87.86535,427.68234,71.85841,486.20258,84.72588,455.01242,80.31596,410.82672,72.88572,490.21423,79.73464,393.09656,70.770775,388.59177,65.82557,491.53043,81.49066,404.06378,67.878426
513.9147,87.40445,500.0467,85.67555,470.0623,83.9437,484.7484,79.37885,499.7245,85.60032,424.53815,75.85936,478.15048,81.819984,435.47046,77.85573,440.02966,75.38406,347.49164,76.37609
510.5672,87.341866,451.35022,76.92072,502.12103,85.91854,460.9386,79.23273,460.1822,83.50566,1160.2599,244.923,426.44272,73.78447,437.25482,73.45837,296.24738,78.59854,414.74423,71.470795
754.2254,127.303055,460.88824,77.686424,432.81326,78.28695,474.72495,77.46377,515.90967,89.46719,339.38873,62.3285,447.14948,81.41556,369.48846,78.59027,462.81992,81.24637,424.76547,79.937325
531.8142,93.571106,439.70862,73.88341,435.49194,80.81266,479.94907,83.783844,479.97385,81.015976,292.28726,90.92207,456.88608,79.01932,427.52753,78.89762,409.91135,69.68877,473.89536,80.438446
441.69525,75.29286,519.2942,85.680664,399.79752,68.534386,459.17377,78.802,486.7538,80.26361,464.303,82.57018,458.9548,82.12338,472.30444,78.1287,399.60315,71.4535,400.79367,66.4403
449.82782,76.57174,467.62863,78.05991,467.41885,83.65096,415.35425,71.16641,479.1507,83.54641,294.66388,76.7028,409.76382,73.30878,378.8799,68.15908,457.40396,76.56562,455.28763,75.08049
407.76318,72.49581,465.21127,78.244385,574.24036,102.16288,507.47458,83.617035,893.89996,150.22166,454.75015,75.78995,449.9814,73.52133,420.05133,73.274994,418.57715,72.41514,508.31024,90.760475
459.54312,77.2943,512.953,85.879364,537.94434,95.346535,436.54263,76.18903,401.42535,69.41707,356.79407,64.165306,480.0511,81.02418,457.71658,84.99171,376.44748,66.56463,428.53278,73.66945
472.43713,81.82,459.42932,77.51747,452.06586,79.534874,448.51572,76.75058,470.22537,83.180855,437.93753,77.52284,382.3621,66.90453,464.2168,79.29347,422.7806,69.36296,271.73276,91.11372
399.36966,67.4033,495.40634,81.42882,431.3123,78.99465,479.51056,90.14226,463.9283,76.987274,424.04123,70.544106,602.73126,104.25643,304.0221,86.7736,459.5365,85.145004,399.02017,68.68511
489.38068,85.438866,517.6797,85.525246,435.88937,78.93798,399.03534,68.62765,438.77823,82.47523,422.23007,72.04622,242.77312,79.153046,295.0708,79.13817,437.4061,71.88365,403.08508,68.89424
469.96588,77.570595,516.42334,85.5748,411.99606,74.08729,463.04538,77.6532,445.01022,92.42373,454.11444,74.66535,416.56213,70.870155,432.61847,76.00633,438.4175,73.17737,463.759,77.02643
340.9517,58.874573,516.68774,85.959145,430.15247,73.33956,392.2078,72.24059,421.45554,72.245926,577.72565,104.544945,470.65582,81.38548,455.48813,78.51155,433.844,71.6267,432.6863,75.28508
519.4003,86.98815,477.80597,76.589516,492.7784,83.844864,475.32,81.95929,483.76416,82.662285,453.5688,79.89283,489.08252,84.146774,398.361,71.65041,402.62228,70.02182,451.74335,72.610985
437.2297,77.06548,456.1899,76.738556,403.72348,75.334656,421.79114,75.001625,483.5498,79.0885,431.82532,75.23906,303.42706,79.610405,463.93964,78.52101,423.13925,81.76442,447.92294,77.49411
439.2377,75.3327,485.47946,80.74303,446.15298,79.40374,428.6919,74.96172,480.74826,81.18924,506.13492,87.13263,427.89502,75.29755,464.70734,84.06648,471.21912,79.86865,416.86993,78.96179
537.3365,91.66549,527.44165,88.309265,447.92215,85.38614,410.8663,72.45398,467.0734,78.32151,453.31158,79.960915,446.35153,78.74531,486.75876,83.05728,472.20923,79.10255,406.60168,76.39359
421.89923,71.98495,529.5399,88.4551,410.11313,72.676926,462.4595,80.66729,469.1521,79.94201,420.36096,69.70373,491.4108,79.83216,458.5636,82.65561,394.04126,68.219475,480.78732,87.95678
414.32098,67.17946,462.56354,76.93955,434.1564,75.59008,482.16916,81.43215,461.53406,78.12304,368.8743,68.646194,402.4523,73.43191,459.05167,82.23507,382.91168,66.68112,325.28384,74.326454
497.5521,81.93177,450.32,75.61964,400.6241,73.75689,448.55566,76.40793,497.35452,84.428535,402.42508,67.757515,466.50836,79.12097,420.3864,71.02966,439.3144,82.284,395.93958,89.38633
465.0775,74.80597,486.2391,79.21058,399.41476,73.44188,463.89948,79.96339,383.04095,74.48779,435.54028,70.74976,421.8597,76.264465,468.18854,79.96511,249.73848,87.43408,375.54047,69.67291
436.65384,75.39859,457.8294,77.21969,503.1015,89.63155,489.94467,86.30627,464.7842,82.38674,500.89258,86.77599,469.91913,80.16606,460.99475,77.45866,448.1631,75.12393,405.57294,74.73442
634.127,108.3385,445.98727,74.5365,522.36816,93.91532,467.3255,81.099205,404.9566,67.37251,515.3263,89.120964,416.85583,71.150505,433.53342,77.74753,468.47433,81.379135,398.2402,80.043625
525.98456,91.184906,496.9531,81.25957,487.7678,86.712234,489.67584,84.62996,398.29587,68.20614,415.0989,70.93618,452.12302,77.98261,481.0894,80.51076,505.0697,95.06032,394.23688,72.724266
479.46725,79.9803,431.79648,74.0941,552.999,99.28577,454.04755,79.319954,449.99548,77.43543,329.3549,97.29432,425.53665,68.6792,431.0457,69.85372,435.77502,72.719475,430.7059,83.63013
467.97266,78.71278,494.07953,82.52745,459.31992,79.71356,427.98798,72.14224,466.07852,81.54581,453.5688,84.72907,387.07034,88.46832,422.49857,78.39841,555.62836,96.70134,382.66724,67.84918
504.2242,84.229164,502.90057,85.156044,390.22894,65.99753,508.11304,86.730896,377.10367,62.948532,437.19196,76.36134,419.08972,73.38641,468.18698,77.94331,472.44562,80.088554,468.81412,81.19858
425.02875,70.310646,392.1716,65.87068,542.4913,91.00555,456.11023,78.468025,452.33752,75.65143,431.67273,77.55756,297.9087,122.607285,436.95026,76.21411,431.5287,73.77852,425.45468,71.37406
509.52927,86.091705,471.2115,81.07836,469.0559,81.72284,474.0361,81.017815,421.37726,76.29537,434.0981,71.73045,468.83307,80.40595,272.85504,85.68181,464.7664,85.829315,461.94547,82.1607
519.45496,88.77526,402.88095,70.24008,471.61453,82.08746,445.04385,76.20642,441.07404,75.82694,490.1771,85.65833,449.74982,76.020485,478.24792,82.08825,522.59814,92.41325,506.41605,88.510994
498.88507,81.18439,404.49655,66.6342,451.51257,78.84879,555.27606,100.78923,451.89877,75.12749,491.4089,84.90131,437.03003,75.96735,589.00006,123.24023,437.61597,78.18535,206.31813,90.58048
486.909,81.54845,527.6838,89.0386,480.03058,86.12499,464.26053,79.27794,400.10834,69.77258,434.87903,77.83053,262.0732,94.693405,324.30908,87.77597,227.82912,87.92812,476.99554,79.37059
471.04312,81.42148,479.85995,81.54401,499.9031,87.44733,459.55826,78.90863,389.11484,67.59592,264.36783,94.70147,447.36426,72.628395,385.9135,72.41551,427.1494,70.19855,354.15387,76.01353
454.28632,79.892105,495.90204,82.25708,522.5077,91.098724,664.28986,117.31859,552.51495,95.98009,385.49417,66.57726,418.30154,71.332504,293.91534,84.04389,401.04102,70.068146,439.39478,73.63925
467.06866,78.00739,608.58673,101.36375,438.22916,77.842514,451.4417,75.98323,434.03464,74.2714,407.0878,70.02565,453.7378,78.79785,404.06946,72.92481,428.28265,73.02722,433.16177,75.433846
412.33334,68.37378,483.5588,81.86649,463.17307,85.57312,416.63452,72.89693,460.98557,77.87365,434.05304,69.440765,468.52805,78.29271,433.51587,74.63679,513.0918,85.464615,446.5774,75.2712
493.8185,83.00393,443.58002,76.91761,411.11633,74.83645,400.3282,69.17739,408.65564,68.24968,408.7238,73.01693,409.23306,68.69746,479.40323,82.90475,539.9424,89.37634,532.18243,91.2841
524.4426,87.17671,452.1856,75.61679,506.7382,88.47909,364.71246,64.8897,506.63016,85.81271,492.00897,83.05445,435.07004,72.05471,407.05316,68.129814,426.18146,82.88483,341.4211,75.23444
474.6657,80.08098,492.24133,84.61588,444.06253,79.19706,371.66724,65.48337,476.52377,81.62096,418.7537,70.05589,447.73184,77.33109,496.453,85.38092,421.77008,67.60564,452.78146,76.577415
465.2291,80.07758,440.82687,74.84217,400.7242,76.31884,566.32587,98.08495,513.2831,86.814735,435.04678,72.75974,486.59122,85.75687,434.72913,73.71854,702.94,123.43328,417.2871,70.2161
397.1892,67.30681,436.15897,71.99129,504.47836,91.04141,408.0421,72.100914,448.6612,76.09439,439.7865,77.45586,802.11743,137.7972,308.2256,79.30654,433.01453,78.36182,422.18262,77.58586
603.3365,107.10169,460.01593,73.8272,449.3031,76.46537,450.4824,78.837715,454.11548,76.56763,368.64764,66.10846,415.80716,70.51136,453.19046,76.45238,449.22635,75.69001,426.75784,78.00454
434.17685,74.945114,435.33508,71.28572,474.1676,85.70251,449.40045,74.98357,367.5396,62.17285,524.2739,87.07213,446.0553,75.9213,481.1617,80.01354,455.35272,78.33253,427.542,79.12672
429.79886,75.19969,463.4041,76.18761,513.5204,92.908195,467.4746,83.10965,432.0505,73.28089,411.23975,71.99382,424.59848,75.790886,459.68164,80.17468,334.836,75.33393,507.74374,83.31964
446.47064,79.1338,502.6374,84.982254,414.33426,75.79638,379.04147,67.333336,473.44504,77.93076,299.59616,90.49427,493.93567,81.14241,450.73837,80.77916,424.83542,74.38538,463.33047,75.1736
405.1392,66.750404,495.25784,84.035065,476.99173,83.14814,439.16095,72.55051,597.4678,99.443985,399.34302,64.673996,408.60657,73.860886,495.25897,82.51762,475.63208,79.28572,364.4452,64.8485
416.90448,69.53387,383.01926,66.05142,455.4891,82.17639,409.58392,70.42865,453.32736,76.02185,413.06723,74.419174,502.7499,93.17553,433.50473,73.07768,411.39175,67.795265,363.9396,76.458824
417.03247,71.82752,380.10886,63.947014,467.82822,82.31654,472.9817,80.556435,399.34772,67.65822,454.01987,82.93896,401.73587,65.10904,489.09314,84.00024,514.4951,87.6971,437.30563,74.86432
