Specimen_001_Tube_001_001_FITC,Specimen_001_Tube_002_002_FITC,Specimen_001_Tube_003_003_FITC,Specimen_001_Tube_004_004_FITC,Specimen_001_Tube_005_005_FITC,Specimen_001_Tube_006_006_FITC,Specimen_001_Tube_007_007_FITC,Specimen_001_Tube_008_008_FITC,Specimen_001_Tube_009_009_FITC,Specimen_001_Tube_010_010_FITC
253.6467,234.97525,237.55511,250.33209,213.37624,178.24435,203.68675,206.85228,199.0117,196.26639
269.47437,252.64337,327.77072,226.65742,199.85498,207.47751,212.57434,209.74274,185.0064,204.32631
235.38922,325.9434,229.3062,252.5484,230.03278,203.86656,200.36232,239.65692,211.4207,163.7051
356.80798,256.6331,228.17886,245.70226,208.31248,212.88705,180.04651,199.96915,177.43398,221.25916
377.03165,270.67715,229.72202,203.78622,211.83209,182.82251,210.35352,194.77284,192.20909,166.77348
367.04364,270.78723,244.79317,207.41617,234.93658,217.39662,204.7706,203.58763,202.11386,181.16994
296.247,295.0367,282.7638,268.9198,214.75171,202.89769,199.36337,227.18596,204.01855,182.59752
207.64792,291.76816,308.04504,253.4961,256.01614,202.44638,206.08878,201.4117,216.71678,178.78677
279.50262,268.481,274.87054,246.35942,221.25522,187.69627,223.47708,186.37999,212.23944,203.68097
298.88348,306.1995,252.41118,215.97379,210.26242,184.69362,229.86407,203.32845,198.58228,192.22182
373.65964,362.85794,259.2534,231.69928,185.13928,218.61787,173.71413,196.05403,169.467,226.51752
251.33804,255.05292,222.07191,194.48123,179.8673,244.95523,223.39087,190.77895,200.86542,188.96169
225.99553,404.96747,218.19087,231.11354,244.6352,175.17357,228.72235,230.37958,159.76317,192.11911
346.83383,215.36932,224.14418,227.98882,233.92918,186.77641,202.18463,203.26576,194.03209,170.49709
368.80933,301.0598,245.80676,197.6663,207.3227,210.2356,179.74214,188.01013,202.55513,223.18315
315.95624,423.46063,321.8395,192.96121,194.77686,180.45161,215.5537,204.82051,213.44325,155.21591
344.41638,287.76443,273.5581,233.43144,212.6833,179.79572,211.45676,214.95648,180.95332,198.76721
396.01852,235.03317,257.7571,236.41545,231.90437,208.95929,210.15965,198.30775,174.47267,189.79878
251.43707,317.34875,217.3541,209.15239,200.32741,185.3643,196.85043,195.52586,193.18684,229.06952
285.36642,264.44568,272.08078,235.20018,182.14624,213.97743,225.43474,197.23784,199.62457,198.90291
246.01605,230.202,264.16885,237.67924,201.44061,218.4473,216.71179,232.48987,171.07631,161.04848
286.7627,333.00012,308.10617,229.51482,200.87434,204.92271,195.89902,205.02069,170.24945,152.78546
337.27982,336.30457,263.19797,198.60808,233.4177,202.7519,215.46683,186.91028,186.39236,181.46996
218.07675,307.65555,304.55048,269.66782,198.03134,190.7947,197.11261,216.77051,205.70953,198.18463
205.21777,273.3671,334.0862,228.85504,193.36435,223.00844,204.91963,184.33571,217.80775,204.93924
314.07257,221.33954,256.47107,227.52701,210.86382,207.81052,211.38008,202.00647,198.02286,171.84956
324.5201,241.89204,303.91812,265.96042,237.4562,174.6686,190.65796,185.34561,183.01938,170.58553
278.2591,207.32101,255.49335,251.05782,207.34846,220.42339,207.91524,188.59874,187.6783,187.89723
417.93066,354.33646,330.24048,300.34827,207.62244,179.78925,212.69281,202.60164,189.13197,153.06712
338.17215,289.001,316.57236,244.78262,238.78621,216.54106,214.07007,211.41714,171.99374,192.15988
316.0337,247.26907,270.22433,229.73317,230.25278,216.86304,208.82228,184.1377,211.0608,218.87071
220.93759,266.07993,347.7593,275.54373,231.30145,213.70467,180.50119,175.30293,204.22824,180.24995
269.28424,298.79147,254.2502,298.02884,224.86455,188.17108,219.57587,225.11377,184.98802,210.8621
364.94427,265.5082,492.24936,258.05508,219.48969,191.90082,259.03406,205.21774,186.51,264.1799
328.97034,290.06662,252.69633,212.8137,202.36285,183.74942,191.34811,201.75592,164.95978,152.4292
236.57211,265.28775,251.36722,251.32123,198.69576,207.66415,212.46767,221.05658,184.05704,203.24345
297.74673,248.35298,298.82587,285.1622,225.59949,212.60075,174.84868,193.19038,201.87881,198.40698
212.44275,220.61818,239.76804,259.90308,241.03545,193.00716,200.31094,176.36436,260.96475,178.81148
324.83502,314.5312,221.9998,186.34947,215.36423,192.32294,201.85652,184.8342,240.93895,161.01266
201.50838,222.21748,316.43573,261.36343,221.55708,196.84366,188.5127,192.40744,236.45683,239.57997
282.82642,286.45142,241.01265,229.36389,213.3982,220.57545,209.61761,199.93507,214.53435,172.6381
390.4272,236.96356,318.69574,264.7466,214.94357,179.78036,175.466,178.24953,172.33731,171.77655
223.23372,238.83449,257.05695,225.85759,200.37521,227.38858,208.21631,208.55847,184.605,189.79979
333.30847,289.92078,266.1904,237.63173,226.80476,200.97112,195.64713,242.79593,218.48106,207.71764
254.7767,323.23685,207.11911,221.61693,234.9689,198.54027,173.0222,185.67917,190.20815,167.08504
255.2284,253.0144,289.46045,230.58682,208.72081,217.35835,248.83481,200.37154,200.43407,201.66347
247.10342,264.88458,240.6696,249.98154,219.42342,203.50523,212.62505,205.33826,183.2738,202.14453
236.11465,229.89621,239.25885,264.16913,291.24548,197.76544,200.0271,268.57144,208.59427,172.92946
237.45035,318.94482,256.98785,193.94627,215.17444,183.34499,205.44633,197.04408,200.0854,171.19473
226.1749,326.71112,306.8216,242.52371,201.12854,198.47868,206.31435,217.70276,203.23431,220.68942
312.13474,327.72974,275.2719,245.94452,202.07404,179.14062,192.70735,207.75081,200.57344,195.40158
239.4887,294.71368,270.17038,239.23969,230.48038,182.81535,202.1581,197.2955,198.89804,192.38672
260.4034,225.98723,345.63034,236.55139,210.29454,173.50468,207.5399,220.15271,205.89767,190.01422
306.24628,269.24963,301.5437,239.93092,192.76486,210.37244,211.29373,192.27821,180.72621,202.43083
447.52884,297.77112,242.04463,220.89615,179.33617,190.35605,209.31638,202.59631,158.0748,198.0095
254.36252,330.60925,326.90656,247.98737,220.75183,305.90735,194.03694,196.84511,215.43852,196.27411
280.7477,295.4566,220.75691,249.7507,206.06593,192.7815,181.98737,208.45177,188.63013,198.52412
229.67226,231.297,304.98196,215.65395,203.83676,206.55629,220.55325,189.37782,52.01335,168.51659
295.2271,273.4297,360.11105,267.8841,208.53525,214.84834,210.33461,200.70338,212.19444,194.21773
225.64333,240.48541,271.77856,203.62096,208.21893,194.06561,205.2006,208.86653,230.73872,154.55304
315.839,262.74084,290.834,219.4987,180.38226,196.8116,221.94443,191.97192,178.33531,228.13945
275.26996,231.23524,549.4665,223.41664,199.37332,208.80367,200.60043,195.92967,157.10121,225.7115
217.55428,288.9815,229.25111,216.88452,207.20363,189.02528,167.37402,207.37398,200.60826,170.97368
294.37418,295.06686,294.5154,228.49278,267.705,202.90134,177.23582,211.58951,189.34291,198.07733
227.45366,247.0198,200.68156,229.10226,235.56717,233.64505,213.45345,211.93861,206.9611,273.82642
378.05167,306.7928,305.28946,190.98813,197.00877,192.31154,196.18126,220.2483,192.7297,210.6372
349.7062,299.39877,334.24954,220.90231,208.91628,206.48691,203.54922,264.79984,176.97194,188.34845
257.91922,274.2463,310.93646,229.98549,226.87422,196.38412,193.92651,169.77805,219.93752,188.37646
321.82803,260.68848,225.77254,209.4874,225.88893,190.7918,226.01653,201.06543,194.16321,182.1548
323.79745,305.807,199.92084,237.44115,196.57161,177.75722,231.62509,190.62839,199.46739,210.86893
256.36713,185.63336,281.02747,189.38792,215.95235,181.81508,182.42686,207.63521,216.59369,197.27495
500.84796,344.5976,271.9479,273.06955,243.36993,235.43541,198.93903,294.02435,188.69072,171.32887
345.42023,250.0269,388.38882,215.87119,220.60606,207.51047,194.99341,236.41463,205.70276,199.20406
206.67708,267.5368,245.33842,231.3585,209.74835,184.88367,173.71971,211.58073,205.4665,193.3885
318.19437,265.22137,274.2571,247.73035,217.98674,203.49158,213.15991,193.0304,208.75142,188.63174
289.14435,267.21323,225.93613,250.28572,223.19597,192.04247,189.72539,234.79567,203.8739,182.44807
289.2536,205.97353,259.7957,256.82578,223.30707,202.83548,236.0903,185.19969,189.3289,197.11107
231.16231,207.88196,294.5926,221.27475,208.82193,216.66591,196.4136,185.88445,189.04443,188.58041
405.7822,268.93735,221.51738,242.09235,222.52374,207.81505,197.36304,205.53085,208.97823,172.3435
229.95744,265.2113,214.51999,244.2362,215.08307,214.65958,185.63899,210.24814,176.61758,194.82353
273.9065,315.39224,288.07635,218.2545,233.41234,196.93974,205.93951,227.50696,195.55826,170.61238
321.19434,239.30338,266.92096,207.03023,207.858,208.13217,167.1829,207.60591,175.24596,219.69238
242.31259,262.54602,251.26816,208.0154,217.97159,211.55127,217.62967,192.51042,194.62637,179.8084
234.36975,229.12791,286.17606,228.7839,229.30267,225.69377,169.4422,188.42848,191.84457,177.8184
324.21317,311.6134,281.65485,221.1297,202.52542,211.16911,201.87242,256.2387,191.45682,221.92104
234.6967,325.5897,255.48529,253.17982,212.47975,195.33568,206.28123,239.22147,194.72722,181.50826
356.2507,260.83182,240.3621,220.11386,184.82764,227.28493,182.16983,198.17558,175.3158,177.97762
298.56232,250.58052,254.65831,313.98297,222.05182,215.96611,199.21227,190.68214,198.16666,183.11517
181.31844,306.67163,240.53444,250.38922,222.29803,233.57741,255.18564,173.00526,210.26187,210.0126
268.0007,335.1513,264.08173,221.39047,218.7505,203.15268,174.02412,214.10779,183.72006,205.65143
277.3921,255.21265,239.31487,222.2288,214.80652,206.90665,208.38663,183.63031,196.55516,204.21063
254.46745,249.85658,297.75626,251.41023,204.38638,219.75885,213.78462,184.64015,183.93149,186.47263
300.21176,245.55273,263.36566,279.96603,202.93275,200.55933,170.41238,223.43411,204.0197,197.47194
225.30719,266.7333,239.07486,241.9589,199.69818,201.17596,166.59753,189.90167,202.73605,153.6474
244.20395,276.5901,338.07028,248.74908,205.26872,1.3504992,210.4492,210.75508,179.71272,212.72334
298.46826,264.20856,262.04315,224.8326,212.6147,234.80264,252.48349,198.39989,198.5691,170.44238
242.40231,259.60626,242.0348,245.2951,199.07022,214.13844,166.47235,203.37845,202.97246,179.15941
275.84396,327.72745,224.13309,257.66156,213.86023,195.48163,202.95117,209.12874,147.32489,140.6127
340.9474,224.31447,243.12074,257.06882,212.41548,210.08572,183.74944,189.39583,191.47435,183.03143
316.39398,250.82394,237.68558,235.62396,212.63364,231.0882,195.77606,249.87909,196.12926,145.06639
208.23715,271.7779,326.48462,217.86812,203.81091,185.62036,196.82298,199.21553,194.46222,201.05626
204.0824,278.65918,223.46806,270.32413,203.43513,206.29805,182.98799,213.27248,178.14212,183.82799
425.25153,375.6814,234.24046,266.9246,214.12718,210.46858,174.10321,255.22568,206.99802,150.8822
189.2779,282.96738,291.0394,212.69652,202.35464,179.24034,258.4044,196.29062,186.23134,199.9197
250.36084,316.08807,244.92902,205.929,205.7234,181.87704,197.45917,211.57819,188.43849,273.93094
283.87433,333.99744,251.78238,221.66336,193.5966,163.83344,189.32942,186.52686,181.0893,195.48781
386.76425,251.82878,277.19586,249.45314,206.11197,194.94424,193.35089,211.88232,220.56972,203.16295
295.03455,224.82568,269.80725,232.57349,185.45415,225.47812,193.18855,182.44348,218.48578,112.46842
301.12595,219.30832,241.5686,214.33308,193.96326,225.76321,190.62415,217.5939,214.1096,168.71814
275.13144,291.1605,249.95316,240.9787,191.34299,219.74246,172.60516,184.606,183.78288,154.5726
293.04706,309.34125,257.02127,295.39536,250.77623,169.07738,182.71875,215.42363,204.10533,217.43553
219.42361,257.79004,250.72574,211.96823,297.7112,203.24725,204.87926,211.68074,201.19792,192.61337
367.15906,289.0973,314.23102,188.78848,202.1416,166.8695,212.75873,235.21931,163.50116,176.49837
212.64911,351.01056,285.60425,213.90863,185.33592,227.48651,195.3015,173.06866,213.50276,176.63191
346.02777,390.6399,229.42212,222.75104,184.86276,193.45718,206.4116,193.75815,215.8673,174.77885
265.04916,285.71124,257.3198,249.1586,225.64066,228.39098,211.83975,175.42184,167.89758,195.69658
290.63306,279.67383,265.36176,263.6624,227.00539,223.06424,202.31398,211.7442,194.97824,186.07745
301.58423,337.6318,273.8648,263.4337,210.15564,199.56958,160.88496,199.88588,232.90016,219.33229
250.88478,239.13904,321.6838,183.62955,215.39609,201.17253,204.1957,195.8958,188.39108,216.32549
355.66165,290.02176,206.60199,226.00137,191.89735,206.52402,217.33571,220.43462,187.55167,223.14209
215.16862,237.39076,232.91663,262.6708,200.26015,199.69363,206.15851,203.81718,177.83788,195.9007
360.82202,230.79669,343.41354,234.23895,168.09352,198.47462,174.1019,184.92955,204.5622,167.47633
279.06732,283.59515,194.61522,232.48439,232.4415,229.26735,210.5891,187.73543,233.8785,191.34915
258.59317,252.20209,283.71594,205.49106,208.94495,171.58739,198.6191,203.54362,175.9257,178.9695
276.1457,217.10667,275.46503,239.15816,205.27817,204.66263,187.67271,218.4505,197.13223,183.89557
291.05954,329.53482,308.2176,299.20557,211.34933,209.07083,226.35843,220.48134,207.54349,174.4681
245.59465,270.2078,332.7242,223.42558,196.87752,229.92287,182.35507,221.61903,172.55988,182.80591
246.2297,207.41205,225.53735,203.46257,214.54105,202.8156,204.24089,194.32756,197.76498,170.10971
303.14896,359.98843,310.7395,216.97855,226.73993,177.1398,199.70009,173.76271,194.25314,196.646
336.17322,224.22354,223.94745,236.74425,231.24298,195.57832,223.00375,196.37529,189.23636,214.23752
265.0571,304.81732,260.331,232.15929,225.652,208.79279,222.22534,208.28867,219.34018,205.33139
270.4049,332.83307,276.9761,243.3597,229.33606,193.48785,234.18839,195.92339,174.7137,193.81323
320.81158,238.92696,361.59607,282.23856,226.28699,174.33037,239.47977,193.16331,213.48772,202.30966
279.31073,389.048,224.48515,244.5319,230.56099,211.17326,191.71265,192.26843,181.59615,187.28357
289.07346,267.62433,253.92503,288.3398,217.20517,220.99863,191.0051,194.27994,195.83539,148.59903
230.73885,278.53436,290.05728,224.52748,219.18571,230.02106,203.49539,197.00201,227.63101,160.7642
357.14212,374.49615,272.15466,280.6631,209.75728,213.91444,201.44034,184.67007,170.34747,179.97717
199.9956,302.8358,294.48273,195.13187,230.85233,194.91292,178.38159,177.84045,211.92323,184.64458
276.966,345.99667,196.6782,213.63449,225.0559,216.15875,215.75983,168.9716,204.44588,208.47606
224.29259,371.73605,230.59244,254.04817,203.49864,213.40425,171.88937,186.46703,212.49991,216.8687
239.58415,312.02954,331.7293,209.12952,215.68527,218.3706,199.1408,202.31598,218.07532,155.73792
286.28085,234.1495,250.12183,213.88309,222.88008,220.54366,193.36533,188.8606,229.86053,178.75111
359.37842,287.9734,265.02808,243.32318,227.06927,183.38965,187.66637,223.38591,188.86021,180.22728
254.32721,304.32465,305.7518,208.79689,218.84987,217.90112,211.27985,228.9073,208.49376,180.5819
238.54176,287.2294,294.20224,243.51077,212.25493,239.66728,181.01445,238.22841,194.47452,205.37912
448.41385,323.8055,348.9731,236.25381,218.31589,203.83571,187.84662,212.3382,195.83214,192.86092
349.45206,322.74203,238.85498,291.28683,214.18819,206.41693,180.97842,206.2232,180.90823,195.4809
315.27298,254.19855,345.23245,255.88757,227.34856,205.62642,194.7251,198.18152,213.7528,161.03511
324.27118,228.22882,213.15451,250.60448,178.17073,211.47922,195.90584,196.73546,197.26698,190.9434
322.65927,311.74512,236.64989,267.65533,210.20981,166.28084,212.1292,185.49,209.65376,172.10495
239.44485,264.75232,275.11624,232.70691,160.80652,226.28954,215.19478,217.27258,177.97653,217.0824
357.14584,306.09457,272.64746,259.45193,188.78955,220.70393,272.1274,189.8231,218.80817,205.89671
321.70538,314.46585,257.76514,262.02277,214.86942,196.17159,227.48146,208.73032,183.67722,184.2016
268.88342,264.77695,226.97342,231.2908,202.44997,209.87253,210.13545,168.19183,218.3836,206.52206
306.0166,349.2208,319.9763,221.4452,223.40773,205.32039,194.70612,239.51082,188.07996,208.77565
284.31433,253.61201,235.88307,290.9255,205.79707,196.34332,205.03387,221.45341,192.95074,225.24062
225.23256,280.1051,230.41847,237.3794,206.30899,229.10786,163.52731,195.08119,213.16609,168.9979
307.65457,321.82126,313.05295,206.22559,198.3984,169.97426,197.88533,197.68207,199.08824,184.8582
218.90945,317.87625,263.82812,242.7326,203.67212,209.44592,198.3252,201.44583,189.62915,182.65111
396.68216,306.29095,245.75543,203.09978,220.7589,184.03885,179.30434,210.88103,204.44884,170.84659
288.06097,307.0181,250.38673,239.34315,201.81647,216.82864,188.54802,192.01826,181.03464,190.98326
275.24258,315.80817,318.06662,232.311,196.62018,184.8231,196.72392,223.73592,193.99469,189.04916
260.55753,275.74057,243.97432,246.39218,217.11278,184.92926,159.81378,200.60457,209.9578,194.60455
225.28505,347.0312,294.25433,239.65361,213.57175,196.02914,186.19644,232.8497,206.43715,203.39833
213.46593,249.30421,306.1128,237.60753,234.1171,222.31929,206.52768,210.51543,180.6594,186.49475
255.11069,253.75041,287.61603,190.59492,189.50482,210.46848,214.52664,198.71245,226.6355,225.84686
333.6938,326.55515,254.76736,213.4799,242.45999,206.42575,191.45021,215.7182,200.45009,158.16267
269.7121,266.5605,286.05957,250.6415,212.5984,207.96027,177.55539,178.42737,203.56624,167.74915
380.03207,287.5159,195.91327,190.82986,175.12692,194.59926,195.6696,204.09967,200.2146,201.98164
315.66736,338.90952,261.15466,220.79234,217.96613,240.02779,195.35303,197.85298,219.33157,169.13203
